COV,Intensity,SV,chainLength,unsaturationUnit,isomer,sphingoidBackbone,lipidSpecies
7.8,0,0,16,1,Gal,d18:1,16:1
8,0,0,16,1,Gal,d18:1,16:1
8.2,0,0,16,1,Gal,d18:1,16:1
8.4,0,0,16,1,Gal,d18:1,16:1
8.6,0,0,16,1,Gal,d18:1,16:1
8.8,0,0,16,1,Gal,d18:1,16:1
9,0,0,16,1,Gal,d18:1,16:1
9.2,0,0,16,1,Gal,d18:1,16:1
9.4,0,0,16,1,Gal,d18:1,16:1
9.6,0,0,16,1,Gal,d18:1,16:1
9.8,0,0,16,1,Gal,d18:1,16:1
10,0,0,16,1,Gal,d18:1,16:1
-10,0,100,16,1,Gal,d18:1,16:1
-9.8,0,100,16,1,Gal,d18:1,16:1
-9.6,0,100,16,1,Gal,d18:1,16:1
-9.4,0,100,16,1,Gal,d18:1,16:1
-9.2,0,100,16,1,Gal,d18:1,16:1
-9,0,100,16,1,Gal,d18:1,16:1
-8.8,0,100,16,1,Gal,d18:1,16:1
-8.6,0,100,16,1,Gal,d18:1,16:1
-8.4,0,100,16,1,Gal,d18:1,16:1
-8.2,0,100,16,1,Gal,d18:1,16:1
-8,0,100,16,1,Gal,d18:1,16:1
-7.8,0,100,16,1,Gal,d18:1,16:1
-7.6,0,100,16,1,Gal,d18:1,16:1
-7.4,0,100,16,1,Gal,d18:1,16:1
-7.2,0,100,16,1,Gal,d18:1,16:1
-7,0,100,16,1,Gal,d18:1,16:1
-6.8,0,100,16,1,Gal,d18:1,16:1
-6.6,0,100,16,1,Gal,d18:1,16:1
-6.4,0,100,16,1,Gal,d18:1,16:1
-6.2,0,100,16,1,Gal,d18:1,16:1
-6,0,100,16,1,Gal,d18:1,16:1
-5.8,0,100,16,1,Gal,d18:1,16:1
-5.6,0,100,16,1,Gal,d18:1,16:1
-5.4,0,100,16,1,Gal,d18:1,16:1
-5.2,0,100,16,1,Gal,d18:1,16:1
-5,0,100,16,1,Gal,d18:1,16:1
-4.8,0,100,16,1,Gal,d18:1,16:1
-4.6,0,100,16,1,Gal,d18:1,16:1
-4.4,0,100,16,1,Gal,d18:1,16:1
-4.2,0,100,16,1,Gal,d18:1,16:1
-4,0,100,16,1,Gal,d18:1,16:1
-3.8,0,100,16,1,Gal,d18:1,16:1
-3.6,0,100,16,1,Gal,d18:1,16:1
-3.4,0,100,16,1,Gal,d18:1,16:1
-3.2,0,100,16,1,Gal,d18:1,16:1
-3,0,100,16,1,Gal,d18:1,16:1
-2.8,0,100,16,1,Gal,d18:1,16:1
-2.6,0,100,16,1,Gal,d18:1,16:1
-2.4,0,100,16,1,Gal,d18:1,16:1
-2.2,0,100,16,1,Gal,d18:1,16:1
-2,0,100,16,1,Gal,d18:1,16:1
-1.8,0,100,16,1,Gal,d18:1,16:1
-1.6,0,100,16,1,Gal,d18:1,16:1
-1.4,80,100,16,1,Gal,d18:1,16:1
-1.2,560,100,16,1,Gal,d18:1,16:1
-1,1460,100,16,1,Gal,d18:1,16:1
-0.8,2640,100,16,1,Gal,d18:1,16:1
-0.6,4960,100,16,1,Gal,d18:1,16:1
-0.4,4380,100,16,1,Gal,d18:1,16:1
-0.2,5380,100,16,1,Gal,d18:1,16:1
0,3400,100,16,1,Gal,d18:1,16:1
0.2,2720,100,16,1,Gal,d18:1,16:1
0.4,2340,100,16,1,Gal,d18:1,16:1
0.6,2000,100,16,1,Gal,d18:1,16:1
0.8,1520,100,16,1,Gal,d18:1,16:1
1,560,100,16,1,Gal,d18:1,16:1
1.2,80,100,16,1,Gal,d18:1,16:1
1.4,100,100,16,1,Gal,d18:1,16:1
1.6,0,100,16,1,Gal,d18:1,16:1
1.8,0,100,16,1,Gal,d18:1,16:1
2,0,100,16,1,Gal,d18:1,16:1
2.2,0,100,16,1,Gal,d18:1,16:1
2.4,0,100,16,1,Gal,d18:1,16:1
2.6,0,100,16,1,Gal,d18:1,16:1
2.8,0,100,16,1,Gal,d18:1,16:1
3,0,100,16,1,Gal,d18:1,16:1
3.2,0,100,16,1,Gal,d18:1,16:1
3.4,0,100,16,1,Gal,d18:1,16:1
3.6,0,100,16,1,Gal,d18:1,16:1
3.8,0,100,16,1,Gal,d18:1,16:1
4,0,100,16,1,Gal,d18:1,16:1
4.2,0,100,16,1,Gal,d18:1,16:1
4.4,0,100,16,1,Gal,d18:1,16:1
4.6,0,100,16,1,Gal,d18:1,16:1
4.8,0,100,16,1,Gal,d18:1,16:1
5,0,100,16,1,Gal,d18:1,16:1
5.2,0,100,16,1,Gal,d18:1,16:1
5.4,0,100,16,1,Gal,d18:1,16:1
5.6,0,100,16,1,Gal,d18:1,16:1
5.8,0,100,16,1,Gal,d18:1,16:1
6,0,100,16,1,Gal,d18:1,16:1
6.2,0,100,16,1,Gal,d18:1,16:1
6.4,0,100,16,1,Gal,d18:1,16:1
6.6,0,100,16,1,Gal,d18:1,16:1
6.8,0,100,16,1,Gal,d18:1,16:1
7,0,100,16,1,Gal,d18:1,16:1
7.2,0,100,16,1,Gal,d18:1,16:1
7.4,0,100,16,1,Gal,d18:1,16:1
7.6,0,100,16,1,Gal,d18:1,16:1
7.8,0,100,16,1,Gal,d18:1,16:1
8,0,100,16,1,Gal,d18:1,16:1
8.2,0,100,16,1,Gal,d18:1,16:1
8.4,0,100,16,1,Gal,d18:1,16:1
8.6,0,100,16,1,Gal,d18:1,16:1
8.8,0,100,16,1,Gal,d18:1,16:1
9,0,100,16,1,Gal,d18:1,16:1
9.2,0,100,16,1,Gal,d18:1,16:1
9.4,0,100,16,1,Gal,d18:1,16:1
9.6,0,100,16,1,Gal,d18:1,16:1
9.8,0,100,16,1,Gal,d18:1,16:1
10,0,100,16,1,Gal,d18:1,16:1
-10,0,200,16,1,Gal,d18:1,16:1
-9.8,0,200,16,1,Gal,d18:1,16:1
-9.6,0,200,16,1,Gal,d18:1,16:1
-9.4,0,200,16,1,Gal,d18:1,16:1
-9.2,0,200,16,1,Gal,d18:1,16:1
-9,0,200,16,1,Gal,d18:1,16:1
-8.8,0,200,16,1,Gal,d18:1,16:1
-8.6,0,200,16,1,Gal,d18:1,16:1
-8.4,0,200,16,1,Gal,d18:1,16:1
-8.2,0,200,16,1,Gal,d18:1,16:1
-8,0,200,16,1,Gal,d18:1,16:1
-7.8,0,200,16,1,Gal,d18:1,16:1
-7.6,0,200,16,1,Gal,d18:1,16:1
-7.4,0,200,16,1,Gal,d18:1,16:1
-7.2,0,200,16,1,Gal,d18:1,16:1
-7,0,200,16,1,Gal,d18:1,16:1
-6.8,0,200,16,1,Gal,d18:1,16:1
-6.6,0,200,16,1,Gal,d18:1,16:1
-6.4,0,200,16,1,Gal,d18:1,16:1
-6.2,0,200,16,1,Gal,d18:1,16:1
-6,0,200,16,1,Gal,d18:1,16:1
-5.8,0,200,16,1,Gal,d18:1,16:1
-5.6,0,200,16,1,Gal,d18:1,16:1
-5.4,0,200,16,1,Gal,d18:1,16:1
-5.2,0,200,16,1,Gal,d18:1,16:1
-5,0,200,16,1,Gal,d18:1,16:1
-4.8,0,200,16,1,Gal,d18:1,16:1
-4.6,0,200,16,1,Gal,d18:1,16:1
-4.4,0,200,16,1,Gal,d18:1,16:1
-4.2,0,200,16,1,Gal,d18:1,16:1
-4,0,200,16,1,Gal,d18:1,16:1
-3.8,0,200,16,1,Gal,d18:1,16:1
-3.6,0,200,16,1,Gal,d18:1,16:1
-3.4,0,200,16,1,Gal,d18:1,16:1
-3.2,0,200,16,1,Gal,d18:1,16:1
-3,0,200,16,1,Gal,d18:1,16:1
-2.8,0,200,16,1,Gal,d18:1,16:1
-2.6,0,200,16,1,Gal,d18:1,16:1
-2.4,0,200,16,1,Gal,d18:1,16:1
-2.2,0,200,16,1,Gal,d18:1,16:1
-2,0,200,16,1,Gal,d18:1,16:1
-1.8,0,200,16,1,Gal,d18:1,16:1
-1.6,0,200,16,1,Gal,d18:1,16:1
-1.4,180,200,16,1,Gal,d18:1,16:1
-1.2,380,200,16,1,Gal,d18:1,16:1
-1,1920,200,16,1,Gal,d18:1,16:1
-0.8,3300,200,16,1,Gal,d18:1,16:1
-0.6,5040,200,16,1,Gal,d18:1,16:1
-0.4,5920,200,16,1,Gal,d18:1,16:1
-0.2,4660,200,16,1,Gal,d18:1,16:1
0,5100,200,16,1,Gal,d18:1,16:1
0.2,2600,200,16,1,Gal,d18:1,16:1
0.4,1920,200,16,1,Gal,d18:1,16:1
0.6,1800,200,16,1,Gal,d18:1,16:1
0.8,1280,200,16,1,Gal,d18:1,16:1
1,580,200,16,1,Gal,d18:1,16:1
1.2,220,200,16,1,Gal,d18:1,16:1
1.4,0,200,16,1,Gal,d18:1,16:1
1.6,0,200,16,1,Gal,d18:1,16:1
1.8,0,200,16,1,Gal,d18:1,16:1
2,0,200,16,1,Gal,d18:1,16:1
2.2,0,200,16,1,Gal,d18:1,16:1
2.4,0,200,16,1,Gal,d18:1,16:1
2.6,0,200,16,1,Gal,d18:1,16:1
2.8,0,200,16,1,Gal,d18:1,16:1
3,0,200,16,1,Gal,d18:1,16:1
3.2,0,200,16,1,Gal,d18:1,16:1
3.4,0,200,16,1,Gal,d18:1,16:1
3.6,0,200,16,1,Gal,d18:1,16:1
3.8,0,200,16,1,Gal,d18:1,16:1
4,0,200,16,1,Gal,d18:1,16:1
4.2,0,200,16,1,Gal,d18:1,16:1
4.4,0,200,16,1,Gal,d18:1,16:1
4.6,0,200,16,1,Gal,d18:1,16:1
4.8,0,200,16,1,Gal,d18:1,16:1
5,0,200,16,1,Gal,d18:1,16:1
5.2,0,200,16,1,Gal,d18:1,16:1
5.4,0,200,16,1,Gal,d18:1,16:1
5.6,0,200,16,1,Gal,d18:1,16:1
5.8,0,200,16,1,Gal,d18:1,16:1
6,0,200,16,1,Gal,d18:1,16:1
6.2,0,200,16,1,Gal,d18:1,16:1
6.4,0,200,16,1,Gal,d18:1,16:1
6.6,0,200,16,1,Gal,d18:1,16:1
6.8,0,200,16,1,Gal,d18:1,16:1
7,0,200,16,1,Gal,d18:1,16:1
7.2,0,200,16,1,Gal,d18:1,16:1
7.4,0,200,16,1,Gal,d18:1,16:1
7.6,0,200,16,1,Gal,d18:1,16:1
7.8,0,200,16,1,Gal,d18:1,16:1
8,0,200,16,1,Gal,d18:1,16:1
8.2,0,200,16,1,Gal,d18:1,16:1
8.4,0,200,16,1,Gal,d18:1,16:1
8.6,0,200,16,1,Gal,d18:1,16:1
8.8,0,200,16,1,Gal,d18:1,16:1
9,0,200,16,1,Gal,d18:1,16:1
9.2,0,200,16,1,Gal,d18:1,16:1
9.4,0,200,16,1,Gal,d18:1,16:1
9.6,0,200,16,1,Gal,d18:1,16:1
9.8,0,200,16,1,Gal,d18:1,16:1
10,0,200,16,1,Gal,d18:1,16:1
-10,0,300,16,1,Gal,d18:1,16:1
-9.8,0,300,16,1,Gal,d18:1,16:1
-9.6,0,300,16,1,Gal,d18:1,16:1
-9.4,0,300,16,1,Gal,d18:1,16:1
-9.2,0,300,16,1,Gal,d18:1,16:1
-9,0,300,16,1,Gal,d18:1,16:1
-8.8,0,300,16,1,Gal,d18:1,16:1
-8.6,0,300,16,1,Gal,d18:1,16:1
-8.4,0,300,16,1,Gal,d18:1,16:1
-8.2,0,300,16,1,Gal,d18:1,16:1
-8,0,300,16,1,Gal,d18:1,16:1
-7.8,0,300,16,1,Gal,d18:1,16:1
-7.6,0,300,16,1,Gal,d18:1,16:1
-7.4,0,300,16,1,Gal,d18:1,16:1
-7.2,0,300,16,1,Gal,d18:1,16:1
-7,0,300,16,1,Gal,d18:1,16:1
-6.8,0,300,16,1,Gal,d18:1,16:1
-6.6,0,300,16,1,Gal,d18:1,16:1
-6.4,0,300,16,1,Gal,d18:1,16:1
-6.2,0,300,16,1,Gal,d18:1,16:1
-6,0,300,16,1,Gal,d18:1,16:1
-5.8,0,300,16,1,Gal,d18:1,16:1
-5.6,0,300,16,1,Gal,d18:1,16:1
-5.4,0,300,16,1,Gal,d18:1,16:1
-5.2,0,300,16,1,Gal,d18:1,16:1
-5,0,300,16,1,Gal,d18:1,16:1
-4.8,0,300,16,1,Gal,d18:1,16:1
-4.6,0,300,16,1,Gal,d18:1,16:1
-4.4,0,300,16,1,Gal,d18:1,16:1
-4.2,0,300,16,1,Gal,d18:1,16:1
-4,0,300,16,1,Gal,d18:1,16:1
-3.8,0,300,16,1,Gal,d18:1,16:1
-3.6,0,300,16,1,Gal,d18:1,16:1
-3.4,0,300,16,1,Gal,d18:1,16:1
-3.2,0,300,16,1,Gal,d18:1,16:1
-3,0,300,16,1,Gal,d18:1,16:1
-2.8,0,300,16,1,Gal,d18:1,16:1
-2.6,0,300,16,1,Gal,d18:1,16:1
-2.4,0,300,16,1,Gal,d18:1,16:1
-2.2,0,300,16,1,Gal,d18:1,16:1
-2,0,300,16,1,Gal,d18:1,16:1
-1.8,0,300,16,1,Gal,d18:1,16:1
-1.6,0,300,16,1,Gal,d18:1,16:1
-1.4,0,300,16,1,Gal,d18:1,16:1
-1.2,320,300,16,1,Gal,d18:1,16:1
-1,2000,300,16,1,Gal,d18:1,16:1
-0.8,3440,300,16,1,Gal,d18:1,16:1
-0.6,4320,300,16,1,Gal,d18:1,16:1
-0.4,5320,300,16,1,Gal,d18:1,16:1
-0.2,4340,300,16,1,Gal,d18:1,16:1
0,3860,300,16,1,Gal,d18:1,16:1
0.2,2320,300,16,1,Gal,d18:1,16:1
0.4,2000,300,16,1,Gal,d18:1,16:1
0.6,2140,300,16,1,Gal,d18:1,16:1
0.8,960,300,16,1,Gal,d18:1,16:1
1,480,300,16,1,Gal,d18:1,16:1
1.2,20,300,16,1,Gal,d18:1,16:1
1.4,40,300,16,1,Gal,d18:1,16:1
1.6,60,300,16,1,Gal,d18:1,16:1
1.8,0,300,16,1,Gal,d18:1,16:1
2,0,300,16,1,Gal,d18:1,16:1
2.2,0,300,16,1,Gal,d18:1,16:1
2.4,0,300,16,1,Gal,d18:1,16:1
2.6,0,300,16,1,Gal,d18:1,16:1
2.8,0,300,16,1,Gal,d18:1,16:1
3,0,300,16,1,Gal,d18:1,16:1
3.2,0,300,16,1,Gal,d18:1,16:1
3.4,0,300,16,1,Gal,d18:1,16:1
3.6,0,300,16,1,Gal,d18:1,16:1
3.8,0,300,16,1,Gal,d18:1,16:1
4,0,300,16,1,Gal,d18:1,16:1
4.2,0,300,16,1,Gal,d18:1,16:1
4.4,0,300,16,1,Gal,d18:1,16:1
4.6,0,300,16,1,Gal,d18:1,16:1
4.8,0,300,16,1,Gal,d18:1,16:1
5,0,300,16,1,Gal,d18:1,16:1
5.2,0,300,16,1,Gal,d18:1,16:1
5.4,0,300,16,1,Gal,d18:1,16:1
5.6,0,300,16,1,Gal,d18:1,16:1
5.8,0,300,16,1,Gal,d18:1,16:1
6,0,300,16,1,Gal,d18:1,16:1
6.2,0,300,16,1,Gal,d18:1,16:1
6.4,0,300,16,1,Gal,d18:1,16:1
6.6,0,300,16,1,Gal,d18:1,16:1
6.8,0,300,16,1,Gal,d18:1,16:1
7,0,300,16,1,Gal,d18:1,16:1
7.2,0,300,16,1,Gal,d18:1,16:1
7.4,0,300,16,1,Gal,d18:1,16:1
7.6,0,300,16,1,Gal,d18:1,16:1
7.8,0,300,16,1,Gal,d18:1,16:1
8,0,300,16,1,Gal,d18:1,16:1
8.2,0,300,16,1,Gal,d18:1,16:1
8.4,0,300,16,1,Gal,d18:1,16:1
8.6,0,300,16,1,Gal,d18:1,16:1
8.8,0,300,16,1,Gal,d18:1,16:1
9,0,300,16,1,Gal,d18:1,16:1
9.2,0,300,16,1,Gal,d18:1,16:1
9.4,0,300,16,1,Gal,d18:1,16:1
9.6,0,300,16,1,Gal,d18:1,16:1
9.8,0,300,16,1,Gal,d18:1,16:1
10,0,300,16,1,Gal,d18:1,16:1
-10,0,400,16,1,Gal,d18:1,16:1
-9.8,0,400,16,1,Gal,d18:1,16:1
-9.6,0,400,16,1,Gal,d18:1,16:1
-9.4,0,400,16,1,Gal,d18:1,16:1
-9.2,0,400,16,1,Gal,d18:1,16:1
-9,0,400,16,1,Gal,d18:1,16:1
-8.8,0,400,16,1,Gal,d18:1,16:1
-8.6,0,400,16,1,Gal,d18:1,16:1
-8.4,0,400,16,1,Gal,d18:1,16:1
-8.2,0,400,16,1,Gal,d18:1,16:1
-8,0,400,16,1,Gal,d18:1,16:1
-7.8,0,400,16,1,Gal,d18:1,16:1
-7.6,0,400,16,1,Gal,d18:1,16:1
-7.4,0,400,16,1,Gal,d18:1,16:1
-7.2,0,400,16,1,Gal,d18:1,16:1
-7,0,400,16,1,Gal,d18:1,16:1
-6.8,0,400,16,1,Gal,d18:1,16:1
-6.6,0,400,16,1,Gal,d18:1,16:1
-6.4,0,400,16,1,Gal,d18:1,16:1
-6.2,0,400,16,1,Gal,d18:1,16:1
-6,0,400,16,1,Gal,d18:1,16:1
-5.8,0,400,16,1,Gal,d18:1,16:1
-5.6,0,400,16,1,Gal,d18:1,16:1
-5.4,0,400,16,1,Gal,d18:1,16:1
-5.2,0,400,16,1,Gal,d18:1,16:1
-5,0,400,16,1,Gal,d18:1,16:1
-4.8,0,400,16,1,Gal,d18:1,16:1
-4.6,0,400,16,1,Gal,d18:1,16:1
-4.4,0,400,16,1,Gal,d18:1,16:1
-4.2,0,400,16,1,Gal,d18:1,16:1
-4,0,400,16,1,Gal,d18:1,16:1
-3.8,0,400,16,1,Gal,d18:1,16:1
-3.6,0,400,16,1,Gal,d18:1,16:1
-3.4,0,400,16,1,Gal,d18:1,16:1
-3.2,0,400,16,1,Gal,d18:1,16:1
-3,0,400,16,1,Gal,d18:1,16:1
-2.8,0,400,16,1,Gal,d18:1,16:1
-2.6,0,400,16,1,Gal,d18:1,16:1
-2.4,0,400,16,1,Gal,d18:1,16:1
-2.2,0,400,16,1,Gal,d18:1,16:1
-2,0,400,16,1,Gal,d18:1,16:1
-1.8,0,400,16,1,Gal,d18:1,16:1
-1.6,0,400,16,1,Gal,d18:1,16:1
-1.4,160,400,16,1,Gal,d18:1,16:1
-1.2,460,400,16,1,Gal,d18:1,16:1
-1,1500,400,16,1,Gal,d18:1,16:1
-0.8,4220,400,16,1,Gal,d18:1,16:1
-0.6,4800,400,16,1,Gal,d18:1,16:1
-0.4,5760,400,16,1,Gal,d18:1,16:1
-0.2,4460,400,16,1,Gal,d18:1,16:1
0,3800,400,16,1,Gal,d18:1,16:1
0.2,3760,400,16,1,Gal,d18:1,16:1
0.4,2560,400,16,1,Gal,d18:1,16:1
0.6,1640,400,16,1,Gal,d18:1,16:1
0.8,1320,400,16,1,Gal,d18:1,16:1
1,440,400,16,1,Gal,d18:1,16:1
1.2,140,400,16,1,Gal,d18:1,16:1
1.4,0,400,16,1,Gal,d18:1,16:1
1.6,0,400,16,1,Gal,d18:1,16:1
1.8,0,400,16,1,Gal,d18:1,16:1
2,0,400,16,1,Gal,d18:1,16:1
2.2,0,400,16,1,Gal,d18:1,16:1
2.4,0,400,16,1,Gal,d18:1,16:1
2.6,0,400,16,1,Gal,d18:1,16:1
2.8,0,400,16,1,Gal,d18:1,16:1
3,0,400,16,1,Gal,d18:1,16:1
3.2,0,400,16,1,Gal,d18:1,16:1
3.4,0,400,16,1,Gal,d18:1,16:1
3.6,0,400,16,1,Gal,d18:1,16:1
3.8,0,400,16,1,Gal,d18:1,16:1
4,0,400,16,1,Gal,d18:1,16:1
4.2,0,400,16,1,Gal,d18:1,16:1
4.4,0,400,16,1,Gal,d18:1,16:1
4.6,0,400,16,1,Gal,d18:1,16:1
4.8,0,400,16,1,Gal,d18:1,16:1
5,0,400,16,1,Gal,d18:1,16:1
5.2,0,400,16,1,Gal,d18:1,16:1
5.4,0,400,16,1,Gal,d18:1,16:1
5.6,0,400,16,1,Gal,d18:1,16:1
5.8,0,400,16,1,Gal,d18:1,16:1
6,0,400,16,1,Gal,d18:1,16:1
6.2,0,400,16,1,Gal,d18:1,16:1
6.4,0,400,16,1,Gal,d18:1,16:1
6.6,0,400,16,1,Gal,d18:1,16:1
6.8,0,400,16,1,Gal,d18:1,16:1
7,0,400,16,1,Gal,d18:1,16:1
7.2,0,400,16,1,Gal,d18:1,16:1
7.4,0,400,16,1,Gal,d18:1,16:1
7.6,0,400,16,1,Gal,d18:1,16:1
7.8,0,400,16,1,Gal,d18:1,16:1
8,0,400,16,1,Gal,d18:1,16:1
8.2,0,400,16,1,Gal,d18:1,16:1
8.4,0,400,16,1,Gal,d18:1,16:1
8.6,0,400,16,1,Gal,d18:1,16:1
8.8,0,400,16,1,Gal,d18:1,16:1
9,0,400,16,1,Gal,d18:1,16:1
9.2,0,400,16,1,Gal,d18:1,16:1
9.4,0,400,16,1,Gal,d18:1,16:1
9.6,0,400,16,1,Gal,d18:1,16:1
9.8,0,400,16,1,Gal,d18:1,16:1
10,0,400,16,1,Gal,d18:1,16:1
-10,0,500,16,1,Gal,d18:1,16:1
-9.8,0,500,16,1,Gal,d18:1,16:1
-9.6,0,500,16,1,Gal,d18:1,16:1
-9.4,0,500,16,1,Gal,d18:1,16:1
-9.2,0,500,16,1,Gal,d18:1,16:1
-9,0,500,16,1,Gal,d18:1,16:1
-8.8,0,500,16,1,Gal,d18:1,16:1
-8.6,0,500,16,1,Gal,d18:1,16:1
-8.4,0,500,16,1,Gal,d18:1,16:1
-8.2,0,500,16,1,Gal,d18:1,16:1
-8,0,500,16,1,Gal,d18:1,16:1
-7.8,0,500,16,1,Gal,d18:1,16:1
-7.6,0,500,16,1,Gal,d18:1,16:1
-7.4,0,500,16,1,Gal,d18:1,16:1
-7.2,0,500,16,1,Gal,d18:1,16:1
-7,0,500,16,1,Gal,d18:1,16:1
-6.8,0,500,16,1,Gal,d18:1,16:1
-6.6,0,500,16,1,Gal,d18:1,16:1
-6.4,0,500,16,1,Gal,d18:1,16:1
-6.2,0,500,16,1,Gal,d18:1,16:1
-6,0,500,16,1,Gal,d18:1,16:1
-5.8,0,500,16,1,Gal,d18:1,16:1
-5.6,0,500,16,1,Gal,d18:1,16:1
-5.4,0,500,16,1,Gal,d18:1,16:1
-5.2,0,500,16,1,Gal,d18:1,16:1
-5,0,500,16,1,Gal,d18:1,16:1
-4.8,0,500,16,1,Gal,d18:1,16:1
-4.6,0,500,16,1,Gal,d18:1,16:1
-4.4,0,500,16,1,Gal,d18:1,16:1
-4.2,0,500,16,1,Gal,d18:1,16:1
-4,0,500,16,1,Gal,d18:1,16:1
-3.8,0,500,16,1,Gal,d18:1,16:1
-3.6,0,500,16,1,Gal,d18:1,16:1
-3.4,0,500,16,1,Gal,d18:1,16:1
-3.2,0,500,16,1,Gal,d18:1,16:1
-3,0,500,16,1,Gal,d18:1,16:1
-2.8,0,500,16,1,Gal,d18:1,16:1
-2.6,0,500,16,1,Gal,d18:1,16:1
-2.4,0,500,16,1,Gal,d18:1,16:1
-2.2,0,500,16,1,Gal,d18:1,16:1
-2,0,500,16,1,Gal,d18:1,16:1
-1.8,0,500,16,1,Gal,d18:1,16:1
-1.6,0,500,16,1,Gal,d18:1,16:1
-1.4,120,500,16,1,Gal,d18:1,16:1
-1.2,520,500,16,1,Gal,d18:1,16:1
-1,1440,500,16,1,Gal,d18:1,16:1
