COV,Intensity,SV,chainLength,unsaturationUnit,isomer,sphingoidBackbone,lipidSpecies
-1.6,180,1400,16,1,Glc,d18:1,16:1
-1.4,480,1400,16,1,Glc,d18:1,16:1
-1.2,1700,1400,16,1,Glc,d18:1,16:1
-1,4320,1400,16,1,Glc,d18:1,16:1
-0.8,5040,1400,16,1,Glc,d18:1,16:1
-0.6,7320,1400,16,1,Glc,d18:1,16:1
-0.4,8400,1400,16,1,Glc,d18:1,16:1
-0.2,6040,1400,16,1,Glc,d18:1,16:1
0,3200,1400,16,1,Glc,d18:1,16:1
0.2,2260,1400,16,1,Glc,d18:1,16:1
0.4,1180,1400,16,1,Glc,d18:1,16:1
0.6,760,1400,16,1,Glc,d18:1,16:1
0.8,180,1400,16,1,Glc,d18:1,16:1
1,0,1400,16,1,Glc,d18:1,16:1
1.2,0,1400,16,1,Glc,d18:1,16:1
1.4,0,1400,16,1,Glc,d18:1,16:1
1.6,0,1400,16,1,Glc,d18:1,16:1
1.8,0,1400,16,1,Glc,d18:1,16:1
2,0,1400,16,1,Glc,d18:1,16:1
2.2,0,1400,16,1,Glc,d18:1,16:1
2.4,0,1400,16,1,Glc,d18:1,16:1
2.6,0,1400,16,1,Glc,d18:1,16:1
2.8,0,1400,16,1,Glc,d18:1,16:1
3,0,1400,16,1,Glc,d18:1,16:1
3.2,0,1400,16,1,Glc,d18:1,16:1
3.4,0,1400,16,1,Glc,d18:1,16:1
3.6,0,1400,16,1,Glc,d18:1,16:1
3.8,0,1400,16,1,Glc,d18:1,16:1
4,0,1400,16,1,Glc,d18:1,16:1
4.2,0,1400,16,1,Glc,d18:1,16:1
4.4,0,1400,16,1,Glc,d18:1,16:1
4.6,0,1400,16,1,Glc,d18:1,16:1
4.8,0,1400,16,1,Glc,d18:1,16:1
5,0,1400,16,1,Glc,d18:1,16:1
5.2,0,1400,16,1,Glc,d18:1,16:1
5.4,0,1400,16,1,Glc,d18:1,16:1
5.6,0,1400,16,1,Glc,d18:1,16:1
5.8,0,1400,16,1,Glc,d18:1,16:1
6,0,1400,16,1,Glc,d18:1,16:1
6.2,0,1400,16,1,Glc,d18:1,16:1
6.4,0,1400,16,1,Glc,d18:1,16:1
6.6,0,1400,16,1,Glc,d18:1,16:1
6.8,0,1400,16,1,Glc,d18:1,16:1
7,0,1400,16,1,Glc,d18:1,16:1
7.2,0,1400,16,1,Glc,d18:1,16:1
7.4,0,1400,16,1,Glc,d18:1,16:1
7.6,0,1400,16,1,Glc,d18:1,16:1
7.8,0,1400,16,1,Glc,d18:1,16:1
8,0,1400,16,1,Glc,d18:1,16:1
8.2,0,1400,16,1,Glc,d18:1,16:1
8.4,0,1400,16,1,Glc,d18:1,16:1
8.6,0,1400,16,1,Glc,d18:1,16:1
8.8,0,1400,16,1,Glc,d18:1,16:1
9,0,1400,16,1,Glc,d18:1,16:1
9.2,0,1400,16,1,Glc,d18:1,16:1
9.4,0,1400,16,1,Glc,d18:1,16:1
9.6,0,1400,16,1,Glc,d18:1,16:1
9.8,0,1400,16,1,Glc,d18:1,16:1
10,0,1400,16,1,Glc,d18:1,16:1
-10,0,1500,16,1,Glc,d18:1,16:1
-9.8,0,1500,16,1,Glc,d18:1,16:1
-9.6,0,1500,16,1,Glc,d18:1,16:1
-9.4,0,1500,16,1,Glc,d18:1,16:1
-9.2,0,1500,16,1,Glc,d18:1,16:1
-9,0,1500,16,1,Glc,d18:1,16:1
-8.8,0,1500,16,1,Glc,d18:1,16:1
-8.6,0,1500,16,1,Glc,d18:1,16:1
-8.4,0,1500,16,1,Glc,d18:1,16:1
-8.2,0,1500,16,1,Glc,d18:1,16:1
-8,0,1500,16,1,Glc,d18:1,16:1
-7.8,0,1500,16,1,Glc,d18:1,16:1
-7.6,0,1500,16,1,Glc,d18:1,16:1
-7.4,0,1500,16,1,Glc,d18:1,16:1
-7.2,0,1500,16,1,Glc,d18:1,16:1
-7,0,1500,16,1,Glc,d18:1,16:1
-6.8,0,1500,16,1,Glc,d18:1,16:1
-6.6,0,1500,16,1,Glc,d18:1,16:1
-6.4,0,1500,16,1,Glc,d18:1,16:1
-6.2,0,1500,16,1,Glc,d18:1,16:1
-6,0,1500,16,1,Glc,d18:1,16:1
-5.8,0,1500,16,1,Glc,d18:1,16:1
-5.6,0,1500,16,1,Glc,d18:1,16:1
-5.4,0,1500,16,1,Glc,d18:1,16:1
-5.2,0,1500,16,1,Glc,d18:1,16:1
-5,0,1500,16,1,Glc,d18:1,16:1
-4.8,0,1500,16,1,Glc,d18:1,16:1
-4.6,0,1500,16,1,Glc,d18:1,16:1
-4.4,0,1500,16,1,Glc,d18:1,16:1
-4.2,0,1500,16,1,Glc,d18:1,16:1
-4,0,1500,16,1,Glc,d18:1,16:1
-3.8,0,1500,16,1,Glc,d18:1,16:1
-3.6,0,1500,16,1,Glc,d18:1,16:1
-3.4,0,1500,16,1,Glc,d18:1,16:1
-3.2,0,1500,16,1,Glc,d18:1,16:1
-3,0,1500,16,1,Glc,d18:1,16:1
-2.8,0,1500,16,1,Glc,d18:1,16:1
-2.6,0,1500,16,1,Glc,d18:1,16:1
-2.4,0,1500,16,1,Glc,d18:1,16:1
-2.2,0,1500,16,1,Glc,d18:1,16:1
-2,0,1500,16,1,Glc,d18:1,16:1
-1.8,0,1500,16,1,Glc,d18:1,16:1
-1.6,100,1500,16,1,Glc,d18:1,16:1
-1.4,680,1500,16,1,Glc,d18:1,16:1
-1.2,2220,1500,16,1,Glc,d18:1,16:1
-1,4300,1500,16,1,Glc,d18:1,16:1
-0.8,7140,1500,16,1,Glc,d18:1,16:1
-0.6,8340,1500,16,1,Glc,d18:1,16:1
-0.4,7760,1500,16,1,Glc,d18:1,16:1
-0.2,7080,1500,16,1,Glc,d18:1,16:1
0,4460,1500,16,1,Glc,d18:1,16:1
0.2,2940,1500,16,1,Glc,d18:1,16:1
0.4,1540,1500,16,1,Glc,d18:1,16:1
0.6,400,1500,16,1,Glc,d18:1,16:1
0.8,120,1500,16,1,Glc,d18:1,16:1
1,0,1500,16,1,Glc,d18:1,16:1
1.2,0,1500,16,1,Glc,d18:1,16:1
1.4,0,1500,16,1,Glc,d18:1,16:1
1.6,20,1500,16,1,Glc,d18:1,16:1
1.8,0,1500,16,1,Glc,d18:1,16:1
2,0,1500,16,1,Glc,d18:1,16:1
2.2,0,1500,16,1,Glc,d18:1,16:1
2.4,0,1500,16,1,Glc,d18:1,16:1
2.6,0,1500,16,1,Glc,d18:1,16:1
2.8,0,1500,16,1,Glc,d18:1,16:1
3,0,1500,16,1,Glc,d18:1,16:1
3.2,0,1500,16,1,Glc,d18:1,16:1
3.4,0,1500,16,1,Glc,d18:1,16:1
3.6,0,1500,16,1,Glc,d18:1,16:1
3.8,0,1500,16,1,Glc,d18:1,16:1
4,0,1500,16,1,Glc,d18:1,16:1
4.2,0,1500,16,1,Glc,d18:1,16:1
4.4,0,1500,16,1,Glc,d18:1,16:1
4.6,0,1500,16,1,Glc,d18:1,16:1
4.8,0,1500,16,1,Glc,d18:1,16:1
5,0,1500,16,1,Glc,d18:1,16:1
5.2,0,1500,16,1,Glc,d18:1,16:1
5.4,0,1500,16,1,Glc,d18:1,16:1
5.6,0,1500,16,1,Glc,d18:1,16:1
5.8,0,1500,16,1,Glc,d18:1,16:1
6,0,1500,16,1,Glc,d18:1,16:1
6.2,0,1500,16,1,Glc,d18:1,16:1
6.4,0,1500,16,1,Glc,d18:1,16:1
6.6,0,1500,16,1,Glc,d18:1,16:1
6.8,0,1500,16,1,Glc,d18:1,16:1
7,0,1500,16,1,Glc,d18:1,16:1
7.2,0,1500,16,1,Glc,d18:1,16:1
7.4,0,1500,16,1,Glc,d18:1,16:1
7.6,0,1500,16,1,Glc,d18:1,16:1
7.8,0,1500,16,1,Glc,d18:1,16:1
8,0,1500,16,1,Glc,d18:1,16:1
8.2,0,1500,16,1,Glc,d18:1,16:1
8.4,0,1500,16,1,Glc,d18:1,16:1
8.6,0,1500,16,1,Glc,d18:1,16:1
8.8,0,1500,16,1,Glc,d18:1,16:1
9,0,1500,16,1,Glc,d18:1,16:1
9.2,0,1500,16,1,Glc,d18:1,16:1
9.4,0,1500,16,1,Glc,d18:1,16:1
9.6,0,1500,16,1,Glc,d18:1,16:1
9.8,0,1500,16,1,Glc,d18:1,16:1
10,0,1500,16,1,Glc,d18:1,16:1
-10,0,1600,16,1,Glc,d18:1,16:1
-9.8,0,1600,16,1,Glc,d18:1,16:1
-9.6,20,1600,16,1,Glc,d18:1,16:1
-9.4,0,1600,16,1,Glc,d18:1,16:1
-9.2,0,1600,16,1,Glc,d18:1,16:1
-9,0,1600,16,1,Glc,d18:1,16:1
-8.8,0,1600,16,1,Glc,d18:1,16:1
-8.6,0,1600,16,1,Glc,d18:1,16:1
-8.4,0,1600,16,1,Glc,d18:1,16:1
-8.2,0,1600,16,1,Glc,d18:1,16:1
-8,0,1600,16,1,Glc,d18:1,16:1
-7.8,0,1600,16,1,Glc,d18:1,16:1
-7.6,0,1600,16,1,Glc,d18:1,16:1
-7.4,0,1600,16,1,Glc,d18:1,16:1
-7.2,0,1600,16,1,Glc,d18:1,16:1
-7,0,1600,16,1,Glc,d18:1,16:1
-6.8,0,1600,16,1,Glc,d18:1,16:1
-6.6,0,1600,16,1,Glc,d18:1,16:1
-6.4,0,1600,16,1,Glc,d18:1,16:1
-6.2,0,1600,16,1,Glc,d18:1,16:1
-6,0,1600,16,1,Glc,d18:1,16:1
-5.8,0,1600,16,1,Glc,d18:1,16:1
-5.6,0,1600,16,1,Glc,d18:1,16:1
-5.4,0,1600,16,1,Glc,d18:1,16:1
-5.2,0,1600,16,1,Glc,d18:1,16:1
-5,0,1600,16,1,Glc,d18:1,16:1
-4.8,0,1600,16,1,Glc,d18:1,16:1
-4.6,0,1600,16,1,Glc,d18:1,16:1
-4.4,0,1600,16,1,Glc,d18:1,16:1
-4.2,0,1600,16,1,Glc,d18:1,16:1
-4,0,1600,16,1,Glc,d18:1,16:1
-3.8,0,1600,16,1,Glc,d18:1,16:1
-3.6,0,1600,16,1,Glc,d18:1,16:1
-3.4,0,1600,16,1,Glc,d18:1,16:1
-3.2,0,1600,16,1,Glc,d18:1,16:1
-3,0,1600,16,1,Glc,d18:1,16:1
-2.8,0,1600,16,1,Glc,d18:1,16:1
-2.6,0,1600,16,1,Glc,d18:1,16:1
-2.4,0,1600,16,1,Glc,d18:1,16:1
-2.2,0,1600,16,1,Glc,d18:1,16:1
-2,0,1600,16,1,Glc,d18:1,16:1
-1.8,40,1600,16,1,Glc,d18:1,16:1
-1.6,400,1600,16,1,Glc,d18:1,16:1
-1.4,1400,1600,16,1,Glc,d18:1,16:1
-1.2,3640,1600,16,1,Glc,d18:1,16:1
-1,6540,1600,16,1,Glc,d18:1,16:1
-0.8,7280,1600,16,1,Glc,d18:1,16:1
-0.6,6220,1600,16,1,Glc,d18:1,16:1
-0.4,6600,1600,16,1,Glc,d18:1,16:1
-0.2,4560,1600,16,1,Glc,d18:1,16:1
0,2960,1600,16,1,Glc,d18:1,16:1
0.2,2640,1600,16,1,Glc,d18:1,16:1
0.4,660,1600,16,1,Glc,d18:1,16:1
0.6,100,1600,16,1,Glc,d18:1,16:1
0.8,120,1600,16,1,Glc,d18:1,16:1
1,0,1600,16,1,Glc,d18:1,16:1
1.2,20,1600,16,1,Glc,d18:1,16:1
1.4,0,1600,16,1,Glc,d18:1,16:1
1.6,0,1600,16,1,Glc,d18:1,16:1
1.8,0,1600,16,1,Glc,d18:1,16:1
2,0,1600,16,1,Glc,d18:1,16:1
2.2,0,1600,16,1,Glc,d18:1,16:1
2.4,0,1600,16,1,Glc,d18:1,16:1
2.6,0,1600,16,1,Glc,d18:1,16:1
2.8,0,1600,16,1,Glc,d18:1,16:1
3,0,1600,16,1,Glc,d18:1,16:1
3.2,0,1600,16,1,Glc,d18:1,16:1
3.4,0,1600,16,1,Glc,d18:1,16:1
3.6,0,1600,16,1,Glc,d18:1,16:1
3.8,0,1600,16,1,Glc,d18:1,16:1
4,0,1600,16,1,Glc,d18:1,16:1
4.2,0,1600,16,1,Glc,d18:1,16:1
4.4,0,1600,16,1,Glc,d18:1,16:1
4.6,0,1600,16,1,Glc,d18:1,16:1
4.8,0,1600,16,1,Glc,d18:1,16:1
5,0,1600,16,1,Glc,d18:1,16:1
5.2,0,1600,16,1,Glc,d18:1,16:1
5.4,0,1600,16,1,Glc,d18:1,16:1
5.6,0,1600,16,1,Glc,d18:1,16:1
5.8,0,1600,16,1,Glc,d18:1,16:1
6,0,1600,16,1,Glc,d18:1,16:1
6.2,0,1600,16,1,Glc,d18:1,16:1
6.4,0,1600,16,1,Glc,d18:1,16:1
6.6,0,1600,16,1,Glc,d18:1,16:1
6.8,0,1600,16,1,Glc,d18:1,16:1
7,0,1600,16,1,Glc,d18:1,16:1
7.2,0,1600,16,1,Glc,d18:1,16:1
7.4,0,1600,16,1,Glc,d18:1,16:1
7.6,0,1600,16,1,Glc,d18:1,16:1
7.8,0,1600,16,1,Glc,d18:1,16:1
8,0,1600,16,1,Glc,d18:1,16:1
8.2,0,1600,16,1,Glc,d18:1,16:1
8.4,0,1600,16,1,Glc,d18:1,16:1
8.6,0,1600,16,1,Glc,d18:1,16:1
8.8,0,1600,16,1,Glc,d18:1,16:1
9,0,1600,16,1,Glc,d18:1,16:1
9.2,0,1600,16,1,Glc,d18:1,16:1
9.4,0,1600,16,1,Glc,d18:1,16:1
9.6,0,1600,16,1,Glc,d18:1,16:1
9.8,0,1600,16,1,Glc,d18:1,16:1
10,0,1600,16,1,Glc,d18:1,16:1
-10,0,1700,16,1,Glc,d18:1,16:1
-9.8,0,1700,16,1,Glc,d18:1,16:1
-9.6,0,1700,16,1,Glc,d18:1,16:1
-9.4,0,1700,16,1,Glc,d18:1,16:1
-9.2,0,1700,16,1,Glc,d18:1,16:1
-9,0,1700,16,1,Glc,d18:1,16:1
-8.8,0,1700,16,1,Glc,d18:1,16:1
-8.6,0,1700,16,1,Glc,d18:1,16:1
-8.4,0,1700,16,1,Glc,d18:1,16:1
-8.2,0,1700,16,1,Glc,d18:1,16:1
-8,0,1700,16,1,Glc,d18:1,16:1
-7.8,0,1700,16,1,Glc,d18:1,16:1
-7.6,0,1700,16,1,Glc,d18:1,16:1
-7.4,0,1700,16,1,Glc,d18:1,16:1
-7.2,0,1700,16,1,Glc,d18:1,16:1
-7,0,1700,16,1,Glc,d18:1,16:1
-6.8,0,1700,16,1,Glc,d18:1,16:1
-6.6,0,1700,16,1,Glc,d18:1,16:1
-6.4,0,1700,16,1,Glc,d18:1,16:1
-6.2,0,1700,16,1,Glc,d18:1,16:1
-6,0,1700,16,1,Glc,d18:1,16:1
-5.8,0,1700,16,1,Glc,d18:1,16:1
-5.6,0,1700,16,1,Glc,d18:1,16:1
-5.4,0,1700,16,1,Glc,d18:1,16:1
-5.2,0,1700,16,1,Glc,d18:1,16:1
-5,0,1700,16,1,Glc,d18:1,16:1
-4.8,0,1700,16,1,Glc,d18:1,16:1
-4.6,0,1700,16,1,Glc,d18:1,16:1
-4.4,0,1700,16,1,Glc,d18:1,16:1
-4.2,0,1700,16,1,Glc,d18:1,16:1
-4,0,1700,16,1,Glc,d18:1,16:1
-3.8,0,1700,16,1,Glc,d18:1,16:1
-3.6,0,1700,16,1,Glc,d18:1,16:1
-3.4,0,1700,16,1,Glc,d18:1,16:1
-3.2,0,1700,16,1,Glc,d18:1,16:1
-3,0,1700,16,1,Glc,d18:1,16:1
-2.8,0,1700,16,1,Glc,d18:1,16:1
-2.6,0,1700,16,1,Glc,d18:1,16:1
-2.4,0,1700,16,1,Glc,d18:1,16:1
-2.2,0,1700,16,1,Glc,d18:1,16:1
-2,0,1700,16,1,Glc,d18:1,16:1
-1.8,40,1700,16,1,Glc,d18:1,16:1
-1.6,540,1700,16,1,Glc,d18:1,16:1
-1.4,2180,1700,16,1,Glc,d18:1,16:1
-1.2,5040,1700,16,1,Glc,d18:1,16:1
-1,6960,1700,16,1,Glc,d18:1,16:1
-0.8,9240,1700,16,1,Glc,d18:1,16:1
-0.6,9480,1700,16,1,Glc,d18:1,16:1
-0.4,7700,1700,16,1,Glc,d18:1,16:1
-0.2,5780,1700,16,1,Glc,d18:1,16:1
0,3460,1700,16,1,Glc,d18:1,16:1
0.2,1520,1700,16,1,Glc,d18:1,16:1
0.4,820,1700,16,1,Glc,d18:1,16:1
0.6,60,1700,16,1,Glc,d18:1,16:1
0.8,20,1700,16,1,Glc,d18:1,16:1
1,0,1700,16,1,Glc,d18:1,16:1
1.2,0,1700,16,1,Glc,d18:1,16:1
1.4,0,1700,16,1,Glc,d18:1,16:1
1.6,0,1700,16,1,Glc,d18:1,16:1
1.8,0,1700,16,1,Glc,d18:1,16:1
2,0,1700,16,1,Glc,d18:1,16:1
2.2,0,1700,16,1,Glc,d18:1,16:1
2.4,0,1700,16,1,Glc,d18:1,16:1
2.6,0,1700,16,1,Glc,d18:1,16:1
2.8,0,1700,16,1,Glc,d18:1,16:1
3,0,1700,16,1,Glc,d18:1,16:1
3.2,0,1700,16,1,Glc,d18:1,16:1
3.4,0,1700,16,1,Glc,d18:1,16:1
3.6,0,1700,16,1,Glc,d18:1,16:1
3.8,0,1700,16,1,Glc,d18:1,16:1
4,0,1700,16,1,Glc,d18:1,16:1
4.2,0,1700,16,1,Glc,d18:1,16:1
4.4,0,1700,16,1,Glc,d18:1,16:1
4.6,0,1700,16,1,Glc,d18:1,16:1
4.8,0,1700,16,1,Glc,d18:1,16:1
5,0,1700,16,1,Glc,d18:1,16:1
5.2,0,1700,16,1,Glc,d18:1,16:1
5.4,0,1700,16,1,Glc,d18:1,16:1
5.6,0,1700,16,1,Glc,d18:1,16:1
5.8,0,1700,16,1,Glc,d18:1,16:1
6,0,1700,16,1,Glc,d18:1,16:1
6.2,0,1700,16,1,Glc,d18:1,16:1
6.4,0,1700,16,1,Glc,d18:1,16:1
6.6,0,1700,16,1,Glc,d18:1,16:1
6.8,0,1700,16,1,Glc,d18:1,16:1
7,0,1700,16,1,Glc,d18:1,16:1
7.2,0,1700,16,1,Glc,d18:1,16:1
7.4,0,1700,16,1,Glc,d18:1,16:1
7.6,0,1700,16,1,Glc,d18:1,16:1
7.8,0,1700,16,1,Glc,d18:1,16:1
8,0,1700,16,1,Glc,d18:1,16:1
8.2,0,1700,16,1,Glc,d18:1,16:1
8.4,0,1700,16,1,Glc,d18:1,16:1
8.6,0,1700,16,1,Glc,d18:1,16:1
8.8,0,1700,16,1,Glc,d18:1,16:1
9,0,1700,16,1,Glc,d18:1,16:1
9.2,0,1700,16,1,Glc,d18:1,16:1
9.4,0,1700,16,1,Glc,d18:1,16:1
9.6,0,1700,16,1,Glc,d18:1,16:1
9.8,0,1700,16,1,Glc,d18:1,16:1
10,0,1700,16,1,Glc,d18:1,16:1
-10,0,1800,16,1,Glc,d18:1,16:1
-9.8,0,1800,16,1,Glc,d18:1,16:1
-9.6,0,1800,16,1,Glc,d18:1,16:1
-9.4,0,1800,16,1,Glc,d18:1,16:1
-9.2,0,1800,16,1,Glc,d18:1,16:1
-9,0,1800,16,1,Glc,d18:1,16:1
-8.8,0,1800,16,1,Glc,d18:1,16:1
-8.6,0,1800,16,1,Glc,d18:1,16:1
-8.4,0,1800,16,1,Glc,d18:1,16:1
-8.2,0,1800,16,1,Glc,d18:1,16:1
-8,0,1800,16,1,Glc,d18:1,16:1
-7.8,0,1800,16,1,Glc,d18:1,16:1
-7.6,0,1800,16,1,Glc,d18:1,16:1
-7.4,0,1800,16,1,Glc,d18:1,16:1
-7.2,0,1800,16,1,Glc,d18:1,16:1
-7,0,1800,16,1,Glc,d18:1,16:1
-6.8,0,1800,16,1,Glc,d18:1,16:1
-6.6,0,1800,16,1,Glc,d18:1,16:1
-6.4,0,1800,16,1,Glc,d18:1,16:1
-6.2,0,1800,16,1,Glc,d18:1,16:1
-6,0,1800,16,1,Glc,d18:1,16:1
-5.8,0,1800,16,1,Glc,d18:1,16:1
-5.6,0,1800,16,1,Glc,d18:1,16:1
-5.4,0,1800,16,1,Glc,d18:1,16:1
-5.2,0,1800,16,1,Glc,d18:1,16:1
-5,0,1800,16,1,Glc,d18:1,16:1
-4.8,0,1800,16,1,Glc,d18:1,16:1
-4.6,0,1800,16,1,Glc,d18:1,16:1
-4.4,0,1800,16,1,Glc,d18:1,16:1
-4.2,0,1800,16,1,Glc,d18:1,16:1
-4,0,1800,16,1,Glc,d18:1,16:1
-3.8,0,1800,16,1,Glc,d18:1,16:1
-3.6,0,1800,16,1,Glc,d18:1,16:1
-3.4,0,1800,16,1,Glc,d18:1,16:1
-3.2,0,1800,16,1,Glc,d18:1,16:1
-3,0,1800,16,1,Glc,d18:1,16:1
-2.8,0,1800,16,1,Glc,d18:1,16:1
-2.6,0,1800,16,1,Glc,d18:1,16:1
-2.4,0,1800,16,1,Glc,d18:1,16:1
-2.2,0,1800,16,1,Glc,d18:1,16:1
-2,20,1800,16,1,Glc,d18:1,16:1
-1.8,480,1800,16,1,Glc,d18:1,16:1
-1.6,1000,1800,16,1,Glc,d18:1,16:1
-1.4,3340,1800,16,1,Glc,d18:1,16:1
-1.2,5880,1800,16,1,Glc,d18:1,16:1
-1,7800,1800,16,1,Glc,d18:1,16:1
-0.8,8860,1800,16,1,Glc,d18:1,16:1
-0.6,7140,1800,16,1,Glc,d18:1,16:1
-0.4,5520,1800,16,1,Glc,d18:1,16:1
-0.2,3260,1800,16,1,Glc,d18:1,16:1
0,2100,1800,16,1,Glc,d18:1,16:1
0.2,880,1800,16,1,Glc,d18:1,16:1
0.4,360,1800,16,1,Glc,d18:1,16:1
0.6,160,1800,16,1,Glc,d18:1,16:1
0.8,0,1800,16,1,Glc,d18:1,16:1
1,0,1800,16,1,Glc,d18:1,16:1
1.2,0,1800,16,1,Glc,d18:1,16:1
1.4,0,1800,16,1,Glc,d18:1,16:1
1.6,0,1800,16,1,Glc,d18:1,16:1
1.8,0,1800,16,1,Glc,d18:1,16:1
2,0,1800,16,1,Glc,d18:1,16:1
2.2,0,1800,16,1,Glc,d18:1,16:1
2.4,0,1800,16,1,Glc,d18:1,16:1
2.6,0,1800,16,1,Glc,d18:1,16:1
2.8,0,1800,16,1,Glc,d18:1,16:1
3,0,1800,16,1,Glc,d18:1,16:1
3.2,0,1800,16,1,Glc,d18:1,16:1
3.4,0,1800,16,1,Glc,d18:1,16:1
3.6,0,1800,16,1,Glc,d18:1,16:1
3.8,0,1800,16,1,Glc,d18:1,16:1
4,0,1800,16,1,Glc,d18:1,16:1
4.2,0,1800,16,1,Glc,d18:1,16:1
4.4,0,1800,16,1,Glc,d18:1,16:1
4.6,0,1800,16,1,Glc,d18:1,16:1
4.8,0,1800,16,1,Glc,d18:1,16:1
5,0,1800,16,1,Glc,d18:1,16:1
5.2,0,1800,16,1,Glc,d18:1,16:1
5.4,0,1800,16,1,Glc,d18:1,16:1
5.6,0,1800,16,1,Glc,d18:1,16:1
5.8,0,1800,16,1,Glc,d18:1,16:1
6,0,1800,16,1,Glc,d18:1,16:1
6.2,0,1800,16,1,Glc,d18:1,16:1
6.4,0,1800,16,1,Glc,d18:1,16:1
6.6,0,1800,16,1,Glc,d18:1,16:1
6.8,0,1800,16,1,Glc,d18:1,16:1
7,0,1800,16,1,Glc,d18:1,16:1
7.2,0,1800,16,1,Glc,d18:1,16:1
7.4,0,1800,16,1,Glc,d18:1,16:1
7.6,0,1800,16,1,Glc,d18:1,16:1
7.8,0,1800,16,1,Glc,d18:1,16:1
8,0,1800,16,1,Glc,d18:1,16:1
8.2,0,1800,16,1,Glc,d18:1,16:1
8.4,0,1800,16,1,Glc,d18:1,16:1
8.6,0,1800,16,1,Glc,d18:1,16:1
8.8,0,1800,16,1,Glc,d18:1,16:1
9,0,1800,16,1,Glc,d18:1,16:1
9.2,0,1800,16,1,Glc,d18:1,16:1
9.4,0,1800,16,1,Glc,d18:1,16:1
9.6,0,1800,16,1,Glc,d18:1,16:1
9.8,0,1800,16,1,Glc,d18:1,16:1
10,0,1800,16,1,Glc,d18:1,16:1
-10,0,1900,16,1,Glc,d18:1,16:1
-9.8,0,1900,16,1,Glc,d18:1,16:1
-9.6,0,1900,16,1,Glc,d18:1,16:1
-9.4,0,1900,16,1,Glc,d18:1,16:1
-9.2,0,1900,16,1,Glc,d18:1,16:1
-9,0,1900,16,1,Glc,d18:1,16:1
-8.8,0,1900,16,1,Glc,d18:1,16:1
-8.6,0,1900,16,1,Glc,d18:1,16:1
-8.4,0,1900,16,1,Glc,d18:1,16:1
-8.2,0,1900,16,1,Glc,d18:1,16:1
-8,0,1900,16,1,Glc,d18:1,16:1
-7.8,0,1900,16,1,Glc,d18:1,16:1
-7.6,0,1900,16,1,Glc,d18:1,16:1
-7.4,0,1900,16,1,Glc,d18:1,16:1
-7.2,0,1900,16,1,Glc,d18:1,16:1
-7,0,1900,16,1,Glc,d18:1,16:1
-6.8,0,1900,16,1,Glc,d18:1,16:1
-6.6,0,1900,16,1,Glc,d18:1,16:1
-6.4,0,1900,16,1,Glc,d18:1,16:1
-6.2,0,1900,16,1,Glc,d18:1,16:1
-6,0,1900,16,1,Glc,d18:1,16:1
-5.8,0,1900,16,1,Glc,d18:1,16:1
-5.6,0,1900,16,1,Glc,d18:1,16:1
-5.4,0,1900,16,1,Glc,d18:1,16:1
-5.2,0,1900,16,1,Glc,d18:1,16:1
-5,0,1900,16,1,Glc,d18:1,16:1
-4.8,0,1900,16,1,Glc,d18:1,16:1
-4.6,0,1900,16,1,Glc,d18:1,16:1
-4.4,0,1900,16,1,Glc,d18:1,16:1
-4.2,0,1900,16,1,Glc,d18:1,16:1
-4,0,1900,16,1,Glc,d18:1,16:1
-3.8,0,1900,16,1,Glc,d18:1,16:1
-3.6,0,1900,16,1,Glc,d18:1,16:1
-3.4,0,1900,16,1,Glc,d18:1,16:1
-3.2,0,1900,16,1,Glc,d18:1,16:1
-3,0,1900,16,1,Glc,d18:1,16:1
-2.8,0,1900,16,1,Glc,d18:1,16:1
-2.6,0,1900,16,1,Glc,d18:1,16:1
-2.4,0,1900,16,1,Glc,d18:1,16:1
-2.2,0,1900,16,1,Glc,d18:1,16:1
-2,20,1900,16,1,Glc,d18:1,16:1
-1.8,580,1900,16,1,Glc,d18:1,16:1
-1.6,1840,1900,16,1,Glc,d18:1,16:1
-1.4,4540,1900,16,1,Glc,d18:1,16:1
-1.2,6760,1900,16,1,Glc,d18:1,16:1
-1,8960,1900,16,1,Glc,d18:1,16:1
-0.8,10740,1900,16,1,Glc,d18:1,16:1
-0.6,9480,1900,16,1,Glc,d18:1,16:1
-0.4,6580,1900,16,1,Glc,d18:1,16:1
-0.2,5220,1900,16,1,Glc,d18:1,16:1
0,2620,1900,16,1,Glc,d18:1,16:1
0.2,1200,1900,16,1,Glc,d18:1,16:1
0.4,600,1900,16,1,Glc,d18:1,16:1
0.6,140,1900,16,1,Glc,d18:1,16:1
0.8,0,1900,16,1,Glc,d18:1,16:1
1,0,1900,16,1,Glc,d18:1,16:1
1.2,0,1900,16,1,Glc,d18:1,16:1
1.4,0,1900,16,1,Glc,d18:1,16:1
1.6,0,1900,16,1,Glc,d18:1,16:1
1.8,0,1900,16,1,Glc,d18:1,16:1
2,0,1900,16,1,Glc,d18:1,16:1
2.2,0,1900,16,1,Glc,d18:1,16:1
2.4,0,1900,16,1,Glc,d18:1,16:1
2.6,0,1900,16,1,Glc,d18:1,16:1
2.8,0,1900,16,1,Glc,d18:1,16:1
3,0,1900,16,1,Glc,d18:1,16:1
3.2,0,1900,16,1,Glc,d18:1,16:1
3.4,0,1900,16,1,Glc,d18:1,16:1
3.6,0,1900,16,1,Glc,d18:1,16:1
3.8,0,1900,16,1,Glc,d18:1,16:1
