,COV,Intensity,SV,chainLength,unsaturationUnit,isomer,sphingoidBackbone,lipidSpecies
0,-10.0,0,0,16,0,Gal,d18:1,16:0
1,-9.8,0,0,16,0,Gal,d18:1,16:0
2,-9.6,0,0,16,0,Gal,d18:1,16:0
3,-9.4,0,0,16,0,Gal,d18:1,16:0
4,-9.2,0,0,16,0,Gal,d18:1,16:0
5,-9.0,0,0,16,0,Gal,d18:1,16:0
6,-8.8,0,0,16,0,Gal,d18:1,16:0
7,-8.6,0,0,16,0,Gal,d18:1,16:0
8,-8.4,0,0,16,0,Gal,d18:1,16:0
9,-8.2,0,0,16,0,Gal,d18:1,16:0
10,-8.0,0,0,16,0,Gal,d18:1,16:0
11,-7.8,0,0,16,0,Gal,d18:1,16:0
12,-7.6,0,0,16,0,Gal,d18:1,16:0
13,-7.4,0,0,16,0,Gal,d18:1,16:0
14,-7.2,0,0,16,0,Gal,d18:1,16:0
15,-7.0,0,0,16,0,Gal,d18:1,16:0
16,-6.8,0,0,16,0,Gal,d18:1,16:0
17,-6.6,0,0,16,0,Gal,d18:1,16:0
18,-6.4,0,0,16,0,Gal,d18:1,16:0
19,-6.2,0,0,16,0,Gal,d18:1,16:0
20,-6.0,0,0,16,0,Gal,d18:1,16:0
21,-5.8,0,0,16,0,Gal,d18:1,16:0
22,-5.6,0,0,16,0,Gal,d18:1,16:0
23,-5.4,0,0,16,0,Gal,d18:1,16:0
24,-5.2,0,0,16,0,Gal,d18:1,16:0
25,-5.0,0,0,16,0,Gal,d18:1,16:0
26,-4.8,0,0,16,0,Gal,d18:1,16:0
27,-4.6,0,0,16,0,Gal,d18:1,16:0
28,-4.4,0,0,16,0,Gal,d18:1,16:0
29,-4.2,0,0,16,0,Gal,d18:1,16:0
30,-4.0,0,0,16,0,Gal,d18:1,16:0
31,-3.8,0,0,16,0,Gal,d18:1,16:0
32,-3.6,0,0,16,0,Gal,d18:1,16:0
33,-3.4,0,0,16,0,Gal,d18:1,16:0
34,-3.2,0,0,16,0,Gal,d18:1,16:0
35,-3.0,0,0,16,0,Gal,d18:1,16:0
36,-2.8,0,0,16,0,Gal,d18:1,16:0
37,-2.6,0,0,16,0,Gal,d18:1,16:0
38,-2.4,0,0,16,0,Gal,d18:1,16:0
39,-2.2,0,0,16,0,Gal,d18:1,16:0
40,-2.0,0,0,16,0,Gal,d18:1,16:0
41,-1.8,0,0,16,0,Gal,d18:1,16:0
42,-1.6,0,0,16,0,Gal,d18:1,16:0
43,-1.4,0,0,16,0,Gal,d18:1,16:0
44,-1.2,580,0,16,0,Gal,d18:1,16:0
45,-1.0,1500,0,16,0,Gal,d18:1,16:0
46,-0.8,3420,0,16,0,Gal,d18:1,16:0
47,-0.6,5200,0,16,0,Gal,d18:1,16:0
48,-0.4,5320,0,16,0,Gal,d18:1,16:0
49,-0.2,5340,0,16,0,Gal,d18:1,16:0
50,0.0,3400,0,16,0,Gal,d18:1,16:0
51,0.2,2280,0,16,0,Gal,d18:1,16:0
52,0.4,2000,0,16,0,Gal,d18:1,16:0
53,0.6,1340,0,16,0,Gal,d18:1,16:0
54,0.8,920,0,16,0,Gal,d18:1,16:0
55,1.0,400,0,16,0,Gal,d18:1,16:0
56,1.2,140,0,16,0,Gal,d18:1,16:0
57,1.4,40,0,16,0,Gal,d18:1,16:0
58,1.6,0,0,16,0,Gal,d18:1,16:0
59,1.8,0,0,16,0,Gal,d18:1,16:0
60,2.0,0,0,16,0,Gal,d18:1,16:0
61,2.2,0,0,16,0,Gal,d18:1,16:0
62,2.4,0,0,16,0,Gal,d18:1,16:0
63,2.6,0,0,16,0,Gal,d18:1,16:0
64,2.8,0,0,16,0,Gal,d18:1,16:0
65,3.0,0,0,16,0,Gal,d18:1,16:0
66,3.2,0,0,16,0,Gal,d18:1,16:0
67,3.4,0,0,16,0,Gal,d18:1,16:0
68,3.6,0,0,16,0,Gal,d18:1,16:0
69,3.8,0,0,16,0,Gal,d18:1,16:0
70,4.0,0,0,16,0,Gal,d18:1,16:0
71,4.2,0,0,16,0,Gal,d18:1,16:0
72,4.4,0,0,16,0,Gal,d18:1,16:0
73,4.6,0,0,16,0,Gal,d18:1,16:0
74,4.8,0,0,16,0,Gal,d18:1,16:0
75,5.0,0,0,16,0,Gal,d18:1,16:0
76,5.2,0,0,16,0,Gal,d18:1,16:0
77,5.4,0,0,16,0,Gal,d18:1,16:0
78,5.6,0,0,16,0,Gal,d18:1,16:0
79,5.8,0,0,16,0,Gal,d18:1,16:0
80,6.0,0,0,16,0,Gal,d18:1,16:0
81,6.2,0,0,16,0,Gal,d18:1,16:0
82,6.4,0,0,16,0,Gal,d18:1,16:0
83,6.6,0,0,16,0,Gal,d18:1,16:0
84,6.8,0,0,16,0,Gal,d18:1,16:0
85,7.0,0,0,16,0,Gal,d18:1,16:0
86,7.2,0,0,16,0,Gal,d18:1,16:0
87,7.4,0,0,16,0,Gal,d18:1,16:0
88,7.6,0,0,16,0,Gal,d18:1,16:0
89,7.8,0,0,16,0,Gal,d18:1,16:0
90,8.0,0,0,16,0,Gal,d18:1,16:0
91,8.2,0,0,16,0,Gal,d18:1,16:0
92,8.4,0,0,16,0,Gal,d18:1,16:0
93,8.6,0,0,16,0,Gal,d18:1,16:0
94,8.8,0,0,16,0,Gal,d18:1,16:0
95,9.0,0,0,16,0,Gal,d18:1,16:0
96,9.2,0,0,16,0,Gal,d18:1,16:0
97,9.4,0,0,16,0,Gal,d18:1,16:0
98,9.6,0,0,16,0,Gal,d18:1,16:0
99,9.8,0,0,16,0,Gal,d18:1,16:0
100,10.0,0,0,16,0,Gal,d18:1,16:0
101,-10.0,0,100,16,0,Gal,d18:1,16:0
102,-9.8,0,100,16,0,Gal,d18:1,16:0
103,-9.6,0,100,16,0,Gal,d18:1,16:0
104,-9.4,0,100,16,0,Gal,d18:1,16:0
105,-9.2,0,100,16,0,Gal,d18:1,16:0
106,-9.0,0,100,16,0,Gal,d18:1,16:0
107,-8.8,0,100,16,0,Gal,d18:1,16:0
108,-8.6,0,100,16,0,Gal,d18:1,16:0
109,-8.4,0,100,16,0,Gal,d18:1,16:0
110,-8.2,0,100,16,0,Gal,d18:1,16:0
111,-8.0,0,100,16,0,Gal,d18:1,16:0
112,-7.8,0,100,16,0,Gal,d18:1,16:0
113,-7.6,0,100,16,0,Gal,d18:1,16:0
114,-7.4,0,100,16,0,Gal,d18:1,16:0
115,-7.2,0,100,16,0,Gal,d18:1,16:0
116,-7.0,0,100,16,0,Gal,d18:1,16:0
117,-6.8,0,100,16,0,Gal,d18:1,16:0
118,-6.6,0,100,16,0,Gal,d18:1,16:0
119,-6.4,0,100,16,0,Gal,d18:1,16:0
120,-6.2,0,100,16,0,Gal,d18:1,16:0
121,-6.0,0,100,16,0,Gal,d18:1,16:0
122,-5.8,0,100,16,0,Gal,d18:1,16:0
123,-5.6,0,100,16,0,Gal,d18:1,16:0
124,-5.4,0,100,16,0,Gal,d18:1,16:0
125,-5.2,0,100,16,0,Gal,d18:1,16:0
126,-5.0,0,100,16,0,Gal,d18:1,16:0
127,-4.8,0,100,16,0,Gal,d18:1,16:0
128,-4.6,0,100,16,0,Gal,d18:1,16:0
129,-4.4,0,100,16,0,Gal,d18:1,16:0
130,-4.2,0,100,16,0,Gal,d18:1,16:0
131,-4.0,0,100,16,0,Gal,d18:1,16:0
132,-3.8,0,100,16,0,Gal,d18:1,16:0
133,-3.6,0,100,16,0,Gal,d18:1,16:0
134,-3.4,0,100,16,0,Gal,d18:1,16:0
135,-3.2,0,100,16,0,Gal,d18:1,16:0
136,-3.0,0,100,16,0,Gal,d18:1,16:0
137,-2.8,0,100,16,0,Gal,d18:1,16:0
138,-2.6,0,100,16,0,Gal,d18:1,16:0
139,-2.4,0,100,16,0,Gal,d18:1,16:0
140,-2.2,0,100,16,0,Gal,d18:1,16:0
141,-2.0,0,100,16,0,Gal,d18:1,16:0
142,-1.8,0,100,16,0,Gal,d18:1,16:0
143,-1.6,0,100,16,0,Gal,d18:1,16:0
144,-1.4,40,100,16,0,Gal,d18:1,16:0
145,-1.2,340,100,16,0,Gal,d18:1,16:0
146,-1.0,1680,100,16,0,Gal,d18:1,16:0
147,-0.8,3200,100,16,0,Gal,d18:1,16:0
148,-0.6,5440,100,16,0,Gal,d18:1,16:0
149,-0.4,4540,100,16,0,Gal,d18:1,16:0
150,-0.2,4340,100,16,0,Gal,d18:1,16:0
151,0.0,4020,100,16,0,Gal,d18:1,16:0
152,0.2,2260,100,16,0,Gal,d18:1,16:0
153,0.4,1700,100,16,0,Gal,d18:1,16:0
154,0.6,1460,100,16,0,Gal,d18:1,16:0
155,0.8,880,100,16,0,Gal,d18:1,16:0
156,1.0,380,100,16,0,Gal,d18:1,16:0
157,1.2,0,100,16,0,Gal,d18:1,16:0
158,1.4,40,100,16,0,Gal,d18:1,16:0
159,1.6,0,100,16,0,Gal,d18:1,16:0
160,1.8,0,100,16,0,Gal,d18:1,16:0
161,2.0,0,100,16,0,Gal,d18:1,16:0
162,2.2,0,100,16,0,Gal,d18:1,16:0
163,2.4,0,100,16,0,Gal,d18:1,16:0
164,2.6,0,100,16,0,Gal,d18:1,16:0
165,2.8,0,100,16,0,Gal,d18:1,16:0
166,3.0,0,100,16,0,Gal,d18:1,16:0
167,3.2,0,100,16,0,Gal,d18:1,16:0
168,3.4,0,100,16,0,Gal,d18:1,16:0
169,3.6,0,100,16,0,Gal,d18:1,16:0
170,3.8,0,100,16,0,Gal,d18:1,16:0
171,4.0,0,100,16,0,Gal,d18:1,16:0
172,4.2,0,100,16,0,Gal,d18:1,16:0
173,4.4,0,100,16,0,Gal,d18:1,16:0
174,4.6,0,100,16,0,Gal,d18:1,16:0
175,4.8,0,100,16,0,Gal,d18:1,16:0
176,5.0,0,100,16,0,Gal,d18:1,16:0
177,5.2,0,100,16,0,Gal,d18:1,16:0
178,5.4,0,100,16,0,Gal,d18:1,16:0
179,5.6,0,100,16,0,Gal,d18:1,16:0
180,5.8,0,100,16,0,Gal,d18:1,16:0
181,6.0,0,100,16,0,Gal,d18:1,16:0
182,6.2,0,100,16,0,Gal,d18:1,16:0
183,6.4,0,100,16,0,Gal,d18:1,16:0
184,6.6,0,100,16,0,Gal,d18:1,16:0
185,6.8,0,100,16,0,Gal,d18:1,16:0
186,7.0,0,100,16,0,Gal,d18:1,16:0
187,7.2,0,100,16,0,Gal,d18:1,16:0
188,7.4,0,100,16,0,Gal,d18:1,16:0
189,7.6,0,100,16,0,Gal,d18:1,16:0
190,7.8,0,100,16,0,Gal,d18:1,16:0
191,8.0,0,100,16,0,Gal,d18:1,16:0
192,8.2,0,100,16,0,Gal,d18:1,16:0
193,8.4,0,100,16,0,Gal,d18:1,16:0
194,8.6,0,100,16,0,Gal,d18:1,16:0
195,8.8,0,100,16,0,Gal,d18:1,16:0
196,9.0,0,100,16,0,Gal,d18:1,16:0
197,9.2,0,100,16,0,Gal,d18:1,16:0
198,9.4,0,100,16,0,Gal,d18:1,16:0
199,9.6,0,100,16,0,Gal,d18:1,16:0
200,9.8,0,100,16,0,Gal,d18:1,16:0
201,10.0,0,100,16,0,Gal,d18:1,16:0
202,-10.0,0,200,16,0,Gal,d18:1,16:0
203,-9.8,0,200,16,0,Gal,d18:1,16:0
204,-9.6,0,200,16,0,Gal,d18:1,16:0
205,-9.4,0,200,16,0,Gal,d18:1,16:0
206,-9.2,0,200,16,0,Gal,d18:1,16:0
207,-9.0,0,200,16,0,Gal,d18:1,16:0
208,-8.8,0,200,16,0,Gal,d18:1,16:0
209,-8.6,0,200,16,0,Gal,d18:1,16:0
210,-8.4,0,200,16,0,Gal,d18:1,16:0
211,-8.2,0,200,16,0,Gal,d18:1,16:0
212,-8.0,0,200,16,0,Gal,d18:1,16:0
213,-7.8,0,200,16,0,Gal,d18:1,16:0
214,-7.6,0,200,16,0,Gal,d18:1,16:0
215,-7.4,0,200,16,0,Gal,d18:1,16:0
216,-7.2,0,200,16,0,Gal,d18:1,16:0
217,-7.0,0,200,16,0,Gal,d18:1,16:0
218,-6.8,0,200,16,0,Gal,d18:1,16:0
219,-6.6,0,200,16,0,Gal,d18:1,16:0
220,-6.4,0,200,16,0,Gal,d18:1,16:0
221,-6.2,0,200,16,0,Gal,d18:1,16:0
222,-6.0,0,200,16,0,Gal,d18:1,16:0
223,-5.8,0,200,16,0,Gal,d18:1,16:0
224,-5.6,0,200,16,0,Gal,d18:1,16:0
225,-5.4,0,200,16,0,Gal,d18:1,16:0
226,-5.2,0,200,16,0,Gal,d18:1,16:0
227,-5.0,0,200,16,0,Gal,d18:1,16:0
228,-4.8,0,200,16,0,Gal,d18:1,16:0
229,-4.6,0,200,16,0,Gal,d18:1,16:0
230,-4.4,0,200,16,0,Gal,d18:1,16:0
231,-4.2,0,200,16,0,Gal,d18:1,16:0
232,-4.0,0,200,16,0,Gal,d18:1,16:0
233,-3.8,0,200,16,0,Gal,d18:1,16:0
234,-3.6,0,200,16,0,Gal,d18:1,16:0
235,-3.4,0,200,16,0,Gal,d18:1,16:0
236,-3.2,0,200,16,0,Gal,d18:1,16:0
237,-3.0,0,200,16,0,Gal,d18:1,16:0
238,-2.8,0,200,16,0,Gal,d18:1,16:0
239,-2.6,0,200,16,0,Gal,d18:1,16:0
240,-2.4,0,200,16,0,Gal,d18:1,16:0
241,-2.2,0,200,16,0,Gal,d18:1,16:0
242,-2.0,0,200,16,0,Gal,d18:1,16:0
243,-1.8,0,200,16,0,Gal,d18:1,16:0
244,-1.6,0,200,16,0,Gal,d18:1,16:0
245,-1.4,120,200,16,0,Gal,d18:1,16:0
246,-1.2,300,200,16,0,Gal,d18:1,16:0
247,-1.0,2280,200,16,0,Gal,d18:1,16:0
248,-0.8,4920,200,16,0,Gal,d18:1,16:0
249,-0.6,6260,200,16,0,Gal,d18:1,16:0
250,-0.4,6300,200,16,0,Gal,d18:1,16:0
251,-0.2,4340,200,16,0,Gal,d18:1,16:0
252,0.0,4780,200,16,0,Gal,d18:1,16:0
253,0.2,3500,200,16,0,Gal,d18:1,16:0
254,0.4,1540,200,16,0,Gal,d18:1,16:0
255,0.6,1220,200,16,0,Gal,d18:1,16:0
256,0.8,1160,200,16,0,Gal,d18:1,16:0
257,1.0,400,200,16,0,Gal,d18:1,16:0
258,1.2,180,200,16,0,Gal,d18:1,16:0
259,1.4,40,200,16,0,Gal,d18:1,16:0
260,1.6,0,200,16,0,Gal,d18:1,16:0
261,1.8,0,200,16,0,Gal,d18:1,16:0
262,2.0,0,200,16,0,Gal,d18:1,16:0
263,2.2,0,200,16,0,Gal,d18:1,16:0
264,2.4,0,200,16,0,Gal,d18:1,16:0
265,2.6,0,200,16,0,Gal,d18:1,16:0
266,2.8,0,200,16,0,Gal,d18:1,16:0
267,3.0,0,200,16,0,Gal,d18:1,16:0
268,3.2,0,200,16,0,Gal,d18:1,16:0
269,3.4,0,200,16,0,Gal,d18:1,16:0
270,3.6,0,200,16,0,Gal,d18:1,16:0
271,3.8,0,200,16,0,Gal,d18:1,16:0
272,4.0,0,200,16,0,Gal,d18:1,16:0
273,4.2,0,200,16,0,Gal,d18:1,16:0
274,4.4,0,200,16,0,Gal,d18:1,16:0
275,4.6,0,200,16,0,Gal,d18:1,16:0
276,4.8,0,200,16,0,Gal,d18:1,16:0
277,5.0,0,200,16,0,Gal,d18:1,16:0
278,5.2,0,200,16,0,Gal,d18:1,16:0
279,5.4,0,200,16,0,Gal,d18:1,16:0
280,5.6,0,200,16,0,Gal,d18:1,16:0
281,5.8,0,200,16,0,Gal,d18:1,16:0
282,6.0,0,200,16,0,Gal,d18:1,16:0
283,6.2,0,200,16,0,Gal,d18:1,16:0
284,6.4,0,200,16,0,Gal,d18:1,16:0
285,6.6,0,200,16,0,Gal,d18:1,16:0
286,6.8,0,200,16,0,Gal,d18:1,16:0
287,7.0,0,200,16,0,Gal,d18:1,16:0
288,7.2,0,200,16,0,Gal,d18:1,16:0
289,7.4,0,200,16,0,Gal,d18:1,16:0
290,7.6,0,200,16,0,Gal,d18:1,16:0
291,7.8,0,200,16,0,Gal,d18:1,16:0
292,8.0,0,200,16,0,Gal,d18:1,16:0
293,8.2,0,200,16,0,Gal,d18:1,16:0
294,8.4,0,200,16,0,Gal,d18:1,16:0
295,8.6,0,200,16,0,Gal,d18:1,16:0
296,8.8,0,200,16,0,Gal,d18:1,16:0
297,9.0,0,200,16,0,Gal,d18:1,16:0
298,9.2,0,200,16,0,Gal,d18:1,16:0
299,9.4,0,200,16,0,Gal,d18:1,16:0
300,9.6,0,200,16,0,Gal,d18:1,16:0
301,9.8,0,200,16,0,Gal,d18:1,16:0
302,10.0,0,200,16,0,Gal,d18:1,16:0
303,-10.0,0,300,16,0,Gal,d18:1,16:0
304,-9.8,0,300,16,0,Gal,d18:1,16:0
305,-9.6,0,300,16,0,Gal,d18:1,16:0
306,-9.4,0,300,16,0,Gal,d18:1,16:0
307,-9.2,0,300,16,0,Gal,d18:1,16:0
308,-9.0,0,300,16,0,Gal,d18:1,16:0
309,-8.8,0,300,16,0,Gal,d18:1,16:0
310,-8.6,0,300,16,0,Gal,d18:1,16:0
311,-8.4,0,300,16,0,Gal,d18:1,16:0
312,-8.2,0,300,16,0,Gal,d18:1,16:0
313,-8.0,0,300,16,0,Gal,d18:1,16:0
314,-7.8,0,300,16,0,Gal,d18:1,16:0
315,-7.6,0,300,16,0,Gal,d18:1,16:0
316,-7.4,0,300,16,0,Gal,d18:1,16:0
317,-7.2,0,300,16,0,Gal,d18:1,16:0
318,-7.0,0,300,16,0,Gal,d18:1,16:0
319,-6.8,0,300,16,0,Gal,d18:1,16:0
320,-6.6,0,300,16,0,Gal,d18:1,16:0
321,-6.4,0,300,16,0,Gal,d18:1,16:0
322,-6.2,0,300,16,0,Gal,d18:1,16:0
323,-6.0,0,300,16,0,Gal,d18:1,16:0
324,-5.8,0,300,16,0,Gal,d18:1,16:0
325,-5.6,0,300,16,0,Gal,d18:1,16:0
326,-5.4,0,300,16,0,Gal,d18:1,16:0
327,-5.2,0,300,16,0,Gal,d18:1,16:0
328,-5.0,0,300,16,0,Gal,d18:1,16:0
329,-4.8,0,300,16,0,Gal,d18:1,16:0
330,-4.6,0,300,16,0,Gal,d18:1,16:0
331,-4.4,0,300,16,0,Gal,d18:1,16:0
332,-4.2,0,300,16,0,Gal,d18:1,16:0
333,-4.0,0,300,16,0,Gal,d18:1,16:0
334,-3.8,0,300,16,0,Gal,d18:1,16:0
335,-3.6,0,300,16,0,Gal,d18:1,16:0
336,-3.4,0,300,16,0,Gal,d18:1,16:0
337,-3.2,0,300,16,0,Gal,d18:1,16:0
338,-3.0,0,300,16,0,Gal,d18:1,16:0
339,-2.8,0,300,16,0,Gal,d18:1,16:0
340,-2.6,0,300,16,0,Gal,d18:1,16:0
341,-2.4,0,300,16,0,Gal,d18:1,16:0
342,-2.2,0,300,16,0,Gal,d18:1,16:0
343,-2.0,0,300,16,0,Gal,d18:1,16:0
344,-1.8,0,300,16,0,Gal,d18:1,16:0
345,-1.6,0,300,16,0,Gal,d18:1,16:0
346,-1.4,160,300,16,0,Gal,d18:1,16:0
347,-1.2,100,300,16,0,Gal,d18:1,16:0
348,-1.0,1200,300,16,0,Gal,d18:1,16:0
349,-0.8,4300,300,16,0,Gal,d18:1,16:0
350,-0.6,5380,300,16,0,Gal,d18:1,16:0
351,-0.4,6240,300,16,0,Gal,d18:1,16:0
352,-0.2,5180,300,16,0,Gal,d18:1,16:0
353,0.0,3840,300,16,0,Gal,d18:1,16:0
354,0.2,2480,300,16,0,Gal,d18:1,16:0
355,0.4,1920,300,16,0,Gal,d18:1,16:0
356,0.6,2060,300,16,0,Gal,d18:1,16:0
357,0.8,1100,300,16,0,Gal,d18:1,16:0
358,1.0,480,300,16,0,Gal,d18:1,16:0
359,1.2,160,300,16,0,Gal,d18:1,16:0
360,1.4,40,300,16,0,Gal,d18:1,16:0
361,1.6,0,300,16,0,Gal,d18:1,16:0
362,1.8,0,300,16,0,Gal,d18:1,16:0
363,2.0,0,300,16,0,Gal,d18:1,16:0
364,2.2,0,300,16,0,Gal,d18:1,16:0
365,2.4,0,300,16,0,Gal,d18:1,16:0
366,2.6,0,300,16,0,Gal,d18:1,16:0
367,2.8,0,300,16,0,Gal,d18:1,16:0
368,3.0,0,300,16,0,Gal,d18:1,16:0
369,3.2,0,300,16,0,Gal,d18:1,16:0
370,3.4,0,300,16,0,Gal,d18:1,16:0
371,3.6,0,300,16,0,Gal,d18:1,16:0
372,3.8,0,300,16,0,Gal,d18:1,16:0
373,4.0,0,300,16,0,Gal,d18:1,16:0
374,4.2,0,300,16,0,Gal,d18:1,16:0
375,4.4,0,300,16,0,Gal,d18:1,16:0
376,4.6,0,300,16,0,Gal,d18:1,16:0
377,4.8,0,300,16,0,Gal,d18:1,16:0
378,5.0,0,300,16,0,Gal,d18:1,16:0
379,5.2,0,300,16,0,Gal,d18:1,16:0
380,5.4,0,300,16,0,Gal,d18:1,16:0
381,5.6,0,300,16,0,Gal,d18:1,16:0
382,5.8,0,300,16,0,Gal,d18:1,16:0
383,6.0,0,300,16,0,Gal,d18:1,16:0
384,6.2,0,300,16,0,Gal,d18:1,16:0
385,6.4,0,300,16,0,Gal,d18:1,16:0
386,6.6,0,300,16,0,Gal,d18:1,16:0
387,6.8,0,300,16,0,Gal,d18:1,16:0
388,7.0,0,300,16,0,Gal,d18:1,16:0
389,7.2,0,300,16,0,Gal,d18:1,16:0
390,7.4,0,300,16,0,Gal,d18:1,16:0
391,7.6,0,300,16,0,Gal,d18:1,16:0
392,7.8,0,300,16,0,Gal,d18:1,16:0
393,8.0,0,300,16,0,Gal,d18:1,16:0
394,8.2,0,300,16,0,Gal,d18:1,16:0
395,8.4,0,300,16,0,Gal,d18:1,16:0
396,8.6,0,300,16,0,Gal,d18:1,16:0
397,8.8,0,300,16,0,Gal,d18:1,16:0
398,9.0,0,300,16,0,Gal,d18:1,16:0
399,9.2,0,300,16,0,Gal,d18:1,16:0
400,9.4,0,300,16,0,Gal,d18:1,16:0
401,9.6,0,300,16,0,Gal,d18:1,16:0
402,9.8,0,300,16,0,Gal,d18:1,16:0
403,10.0,0,300,16,0,Gal,d18:1,16:0
404,-10.0,0,400,16,0,Gal,d18:1,16:0
405,-9.8,0,400,16,0,Gal,d18:1,16:0
406,-9.6,0,400,16,0,Gal,d18:1,16:0
407,-9.4,0,400,16,0,Gal,d18:1,16:0
408,-9.2,0,400,16,0,Gal,d18:1,16:0
409,-9.0,0,400,16,0,Gal,d18:1,16:0
410,-8.8,0,400,16,0,Gal,d18:1,16:0
411,-8.6,0,400,16,0,Gal,d18:1,16:0
412,-8.4,0,400,16,0,Gal,d18:1,16:0
413,-8.2,0,400,16,0,Gal,d18:1,16:0
414,-8.0,0,400,16,0,Gal,d18:1,16:0
415,-7.8,0,400,16,0,Gal,d18:1,16:0
416,-7.6,0,400,16,0,Gal,d18:1,16:0
417,-7.4,0,400,16,0,Gal,d18:1,16:0
418,-7.2,0,400,16,0,Gal,d18:1,16:0
419,-7.0,0,400,16,0,Gal,d18:1,16:0
420,-6.8,0,400,16,0,Gal,d18:1,16:0
421,-6.6,0,400,16,0,Gal,d18:1,16:0
422,-6.4,0,400,16,0,Gal,d18:1,16:0
423,-6.2,0,400,16,0,Gal,d18:1,16:0
424,-6.0,0,400,16,0,Gal,d18:1,16:0
425,-5.8,0,400,16,0,Gal,d18:1,16:0
426,-5.6,0,400,16,0,Gal,d18:1,16:0
427,-5.4,0,400,16,0,Gal,d18:1,16:0
428,-5.2,0,400,16,0,Gal,d18:1,16:0
429,-5.0,0,400,16,0,Gal,d18:1,16:0
430,-4.8,0,400,16,0,Gal,d18:1,16:0
431,-4.6,0,400,16,0,Gal,d18:1,16:0
432,-4.4,0,400,16,0,Gal,d18:1,16:0
433,-4.2,0,400,16,0,Gal,d18:1,16:0
434,-4.0,0,400,16,0,Gal,d18:1,16:0
435,-3.8,0,400,16,0,Gal,d18:1,16:0
436,-3.6,0,400,16,0,Gal,d18:1,16:0
437,-3.4,0,400,16,0,Gal,d18:1,16:0
438,-3.2,0,400,16,0,Gal,d18:1,16:0
439,-3.0,0,400,16,0,Gal,d18:1,16:0
440,-2.8,0,400,16,0,Gal,d18:1,16:0
441,-2.6,0,400,16,0,Gal,d18:1,16:0
442,-2.4,0,400,16,0,Gal,d18:1,16:0
443,-2.2,0,400,16,0,Gal,d18:1,16:0
444,-2.0,0,400,16,0,Gal,d18:1,16:0
445,-1.8,0,400,16,0,Gal,d18:1,16:0
446,-1.6,0,400,16,0,Gal,d18:1,16:0
447,-1.4,80,400,16,0,Gal,d18:1,16:0
448,-1.2,600,400,16,0,Gal,d18:1,16:0
449,-1.0,1940,400,16,0,Gal,d18:1,16:0
450,-0.8,3080,400,16,0,Gal,d18:1,16:0
451,-0.6,4180,400,16,0,Gal,d18:1,16:0
452,-0.4,5420,400,16,0,Gal,d18:1,16:0
453,-0.2,5700,400,16,0,Gal,d18:1,16:0
454,0.0,3700,400,16,0,Gal,d18:1,16:0
455,0.2,2920,400,16,0,Gal,d18:1,16:0
456,0.4,2020,400,16,0,Gal,d18:1,16:0
457,0.6,1740,400,16,0,Gal,d18:1,16:0
458,0.8,860,400,16,0,Gal,d18:1,16:0
459,1.0,620,400,16,0,Gal,d18:1,16:0
460,1.2,40,400,16,0,Gal,d18:1,16:0
461,1.4,0,400,16,0,Gal,d18:1,16:0
462,1.6,0,400,16,0,Gal,d18:1,16:0
463,1.8,0,400,16,0,Gal,d18:1,16:0
464,2.0,0,400,16,0,Gal,d18:1,16:0
465,2.2,0,400,16,0,Gal,d18:1,16:0
466,2.4,0,400,16,0,Gal,d18:1,16:0
467,2.6,0,400,16,0,Gal,d18:1,16:0
468,2.8,0,400,16,0,Gal,d18:1,16:0
469,3.0,0,400,16,0,Gal,d18:1,16:0
470,3.2,0,400,16,0,Gal,d18:1,16:0
471,3.4,0,400,16,0,Gal,d18:1,16:0
472,3.6,0,400,16,0,Gal,d18:1,16:0
473,3.8,0,400,16,0,Gal,d18:1,16:0
474,4.0,0,400,16,0,Gal,d18:1,16:0
475,4.2,0,400,16,0,Gal,d18:1,16:0
476,4.4,0,400,16,0,Gal,d18:1,16:0
477,4.6,0,400,16,0,Gal,d18:1,16:0
478,4.8,0,400,16,0,Gal,d18:1,16:0
479,5.0,0,400,16,0,Gal,d18:1,16:0
480,5.2,0,400,16,0,Gal,d18:1,16:0
481,5.4,0,400,16,0,Gal,d18:1,16:0
482,5.6,0,400,16,0,Gal,d18:1,16:0
483,5.8,0,400,16,0,Gal,d18:1,16:0
484,6.0,0,400,16,0,Gal,d18:1,16:0
485,6.2,0,400,16,0,Gal,d18:1,16:0
486,6.4,0,400,16,0,Gal,d18:1,16:0
487,6.6,0,400,16,0,Gal,d18:1,16:0
488,6.8,0,400,16,0,Gal,d18:1,16:0
489,7.0,0,400,16,0,Gal,d18:1,16:0
490,7.2,0,400,16,0,Gal,d18:1,16:0
491,7.4,0,400,16,0,Gal,d18:1,16:0
492,7.6,0,400,16,0,Gal,d18:1,16:0
493,7.8,0,400,16,0,Gal,d18:1,16:0
494,8.0,0,400,16,0,Gal,d18:1,16:0
495,8.2,0,400,16,0,Gal,d18:1,16:0
496,8.4,0,400,16,0,Gal,d18:1,16:0
497,8.6,0,400,16,0,Gal,d18:1,16:0
498,8.8,0,400,16,0,Gal,d18:1,16:0
499,9.0,0,400,16,0,Gal,d18:1,16:0
500,9.2,0,400,16,0,Gal,d18:1,16:0
501,9.4,0,400,16,0,Gal,d18:1,16:0
502,9.6,0,400,16,0,Gal,d18:1,16:0
503,9.8,0,400,16,0,Gal,d18:1,16:0
504,10.0,0,400,16,0,Gal,d18:1,16:0
