,COV,Intensity,SV,chainLength,unsaturationUnit,isomer,sphingoidBackbone,lipidSpecies
3938,10.0,0,3800,16,0,Gal,d18:1,16:0
3939,-10.0,0,3900,16,0,Gal,d18:1,16:0
3940,-9.8,0,3900,16,0,Gal,d18:1,16:0
3941,-9.6,0,3900,16,0,Gal,d18:1,16:0
3942,-9.4,0,3900,16,0,Gal,d18:1,16:0
3943,-9.2,0,3900,16,0,Gal,d18:1,16:0
3944,-9.0,0,3900,16,0,Gal,d18:1,16:0
3945,-8.8,0,3900,16,0,Gal,d18:1,16:0
3946,-8.6,0,3900,16,0,Gal,d18:1,16:0
3947,-8.4,0,3900,16,0,Gal,d18:1,16:0
3948,-8.2,0,3900,16,0,Gal,d18:1,16:0
3949,-8.0,0,3900,16,0,Gal,d18:1,16:0
3950,-7.8,0,3900,16,0,Gal,d18:1,16:0
3951,-7.6,0,3900,16,0,Gal,d18:1,16:0
3952,-7.4,0,3900,16,0,Gal,d18:1,16:0
3953,-7.2,40,3900,16,0,Gal,d18:1,16:0
3954,-7.0,0,3900,16,0,Gal,d18:1,16:0
3955,-6.8,0,3900,16,0,Gal,d18:1,16:0
3956,-6.6,0,3900,16,0,Gal,d18:1,16:0
3957,-6.4,0,3900,16,0,Gal,d18:1,16:0
3958,-6.2,0,3900,16,0,Gal,d18:1,16:0
3959,-6.0,0,3900,16,0,Gal,d18:1,16:0
3960,-5.8,0,3900,16,0,Gal,d18:1,16:0
3961,-5.6,0,3900,16,0,Gal,d18:1,16:0
3962,-5.4,0,3900,16,0,Gal,d18:1,16:0
3963,-5.2,0,3900,16,0,Gal,d18:1,16:0
3964,-5.0,0,3900,16,0,Gal,d18:1,16:0
3965,-4.8,0,3900,16,0,Gal,d18:1,16:0
3966,-4.6,20,3900,16,0,Gal,d18:1,16:0
3967,-4.4,0,3900,16,0,Gal,d18:1,16:0
3968,-4.2,0,3900,16,0,Gal,d18:1,16:0
3969,-4.0,0,3900,16,0,Gal,d18:1,16:0
3970,-3.8,0,3900,16,0,Gal,d18:1,16:0
3971,-3.6,100,3900,16,0,Gal,d18:1,16:0
3972,-3.4,40,3900,16,0,Gal,d18:1,16:0
3973,-3.2,180,3900,16,0,Gal,d18:1,16:0
3974,-3.0,400,3900,16,0,Gal,d18:1,16:0
3975,-2.8,160,3900,16,0,Gal,d18:1,16:0
3976,-2.6,140,3900,16,0,Gal,d18:1,16:0
3977,-2.4,200,3900,16,0,Gal,d18:1,16:0
3978,-2.2,20,3900,16,0,Gal,d18:1,16:0
3979,-2.0,80,3900,16,0,Gal,d18:1,16:0
3980,-1.8,340,3900,16,0,Gal,d18:1,16:0
3981,-1.6,2400,3900,16,0,Gal,d18:1,16:0
3982,-1.4,5500,3900,16,0,Gal,d18:1,16:0
3983,-1.2,9900,3900,16,0,Gal,d18:1,16:0
3984,-1.0,13540,3900,16,0,Gal,d18:1,16:0
3985,-0.8,14260,3900,16,0,Gal,d18:1,16:0
3986,-0.6,12000,3900,16,0,Gal,d18:1,16:0
3987,-0.4,7980,3900,16,0,Gal,d18:1,16:0
3988,-0.2,2760,3900,16,0,Gal,d18:1,16:0
3989,0.0,2540,3900,16,0,Gal,d18:1,16:0
3990,0.2,1920,3900,16,0,Gal,d18:1,16:0
3991,0.4,1700,3900,16,0,Gal,d18:1,16:0
3992,0.6,1480,3900,16,0,Gal,d18:1,16:0
3993,0.8,1140,3900,16,0,Gal,d18:1,16:0
3994,1.0,660,3900,16,0,Gal,d18:1,16:0
3995,1.2,800,3900,16,0,Gal,d18:1,16:0
3996,1.4,300,3900,16,0,Gal,d18:1,16:0
3997,1.6,20,3900,16,0,Gal,d18:1,16:0
3998,1.8,60,3900,16,0,Gal,d18:1,16:0
3999,2.0,0,3900,16,0,Gal,d18:1,16:0
4000,2.2,0,3900,16,0,Gal,d18:1,16:0
4001,2.4,0,3900,16,0,Gal,d18:1,16:0
4002,2.6,0,3900,16,0,Gal,d18:1,16:0
4003,2.8,0,3900,16,0,Gal,d18:1,16:0
4004,3.0,0,3900,16,0,Gal,d18:1,16:0
4005,3.2,0,3900,16,0,Gal,d18:1,16:0
4006,3.4,0,3900,16,0,Gal,d18:1,16:0
4007,3.6,0,3900,16,0,Gal,d18:1,16:0
4008,3.8,0,3900,16,0,Gal,d18:1,16:0
4009,4.0,0,3900,16,0,Gal,d18:1,16:0
4010,4.2,0,3900,16,0,Gal,d18:1,16:0
4011,4.4,0,3900,16,0,Gal,d18:1,16:0
4012,4.6,0,3900,16,0,Gal,d18:1,16:0
4013,4.8,0,3900,16,0,Gal,d18:1,16:0
4014,5.0,0,3900,16,0,Gal,d18:1,16:0
4015,5.2,0,3900,16,0,Gal,d18:1,16:0
4016,5.4,0,3900,16,0,Gal,d18:1,16:0
4017,5.6,0,3900,16,0,Gal,d18:1,16:0
4018,5.8,0,3900,16,0,Gal,d18:1,16:0
4019,6.0,20,3900,16,0,Gal,d18:1,16:0
4020,6.2,0,3900,16,0,Gal,d18:1,16:0
4021,6.4,40,3900,16,0,Gal,d18:1,16:0
4022,6.6,20,3900,16,0,Gal,d18:1,16:0
4023,6.8,0,3900,16,0,Gal,d18:1,16:0
4024,7.0,40,3900,16,0,Gal,d18:1,16:0
4025,7.2,0,3900,16,0,Gal,d18:1,16:0
4026,7.4,0,3900,16,0,Gal,d18:1,16:0
4027,7.6,0,3900,16,0,Gal,d18:1,16:0
4028,7.8,0,3900,16,0,Gal,d18:1,16:0
4029,8.0,0,3900,16,0,Gal,d18:1,16:0
4030,8.2,0,3900,16,0,Gal,d18:1,16:0
4031,8.4,0,3900,16,0,Gal,d18:1,16:0
4032,8.6,0,3900,16,0,Gal,d18:1,16:0
4033,8.8,0,3900,16,0,Gal,d18:1,16:0
4034,9.0,0,3900,16,0,Gal,d18:1,16:0
4035,9.2,0,3900,16,0,Gal,d18:1,16:0
4036,9.4,0,3900,16,0,Gal,d18:1,16:0
4037,9.6,0,3900,16,0,Gal,d18:1,16:0
4038,9.8,0,3900,16,0,Gal,d18:1,16:0
4039,10.0,0,3900,16,0,Gal,d18:1,16:0
4040,-10.0,0,4000,16,0,Gal,d18:1,16:0
4041,-9.8,0,4000,16,0,Gal,d18:1,16:0
4042,-9.6,0,4000,16,0,Gal,d18:1,16:0
4043,-9.4,0,4000,16,0,Gal,d18:1,16:0
4044,-9.2,0,4000,16,0,Gal,d18:1,16:0
4045,-9.0,0,4000,16,0,Gal,d18:1,16:0
4046,-8.8,0,4000,16,0,Gal,d18:1,16:0
4047,-8.6,0,4000,16,0,Gal,d18:1,16:0
4048,-8.4,0,4000,16,0,Gal,d18:1,16:0
4049,-8.2,0,4000,16,0,Gal,d18:1,16:0
4050,-8.0,0,4000,16,0,Gal,d18:1,16:0
4051,-7.8,0,4000,16,0,Gal,d18:1,16:0
4052,-7.6,0,4000,16,0,Gal,d18:1,16:0
4053,-7.4,0,4000,16,0,Gal,d18:1,16:0
4054,-7.2,0,4000,16,0,Gal,d18:1,16:0
4055,-7.0,0,4000,16,0,Gal,d18:1,16:0
4056,-6.8,0,4000,16,0,Gal,d18:1,16:0
4057,-6.6,0,4000,16,0,Gal,d18:1,16:0
4058,-6.4,0,4000,16,0,Gal,d18:1,16:0
4059,-6.2,0,4000,16,0,Gal,d18:1,16:0
4060,-6.0,0,4000,16,0,Gal,d18:1,16:0
4061,-5.8,0,4000,16,0,Gal,d18:1,16:0
4062,-5.6,0,4000,16,0,Gal,d18:1,16:0
4063,-5.4,0,4000,16,0,Gal,d18:1,16:0
4064,-5.2,0,4000,16,0,Gal,d18:1,16:0
4065,-5.0,100,4000,16,0,Gal,d18:1,16:0
4066,-4.8,0,4000,16,0,Gal,d18:1,16:0
4067,-4.6,20,4000,16,0,Gal,d18:1,16:0
4068,-4.4,0,4000,16,0,Gal,d18:1,16:0
4069,-4.2,0,4000,16,0,Gal,d18:1,16:0
4070,-4.0,20,4000,16,0,Gal,d18:1,16:0
4071,-3.8,140,4000,16,0,Gal,d18:1,16:0
4072,-3.6,300,4000,16,0,Gal,d18:1,16:0
4073,-3.4,180,4000,16,0,Gal,d18:1,16:0
4074,-3.2,260,4000,16,0,Gal,d18:1,16:0
4075,-3.0,120,4000,16,0,Gal,d18:1,16:0
4076,-2.8,320,4000,16,0,Gal,d18:1,16:0
4077,-2.6,140,4000,16,0,Gal,d18:1,16:0
4078,-2.4,180,4000,16,0,Gal,d18:1,16:0
4079,-2.2,0,4000,16,0,Gal,d18:1,16:0
4080,-2.0,0,4000,16,0,Gal,d18:1,16:0
4081,-1.8,1020,4000,16,0,Gal,d18:1,16:0
4082,-1.6,2300,4000,16,0,Gal,d18:1,16:0
4083,-1.4,6000,4000,16,0,Gal,d18:1,16:0
4084,-1.2,9440,4000,16,0,Gal,d18:1,16:0
4085,-1.0,13700,4000,16,0,Gal,d18:1,16:0
4086,-0.8,15620,4000,16,0,Gal,d18:1,16:0
4087,-0.6,15920,4000,16,0,Gal,d18:1,16:0
4088,-0.4,16360,4000,16,0,Gal,d18:1,16:0
4089,-0.2,12580,4000,16,0,Gal,d18:1,16:0
4090,0.0,10000,4000,16,0,Gal,d18:1,16:0
4091,0.2,4980,4000,16,0,Gal,d18:1,16:0
4092,0.4,2860,4000,16,0,Gal,d18:1,16:0
4093,0.6,1980,4000,16,0,Gal,d18:1,16:0
4094,0.8,2320,4000,16,0,Gal,d18:1,16:0
4095,1.0,2060,4000,16,0,Gal,d18:1,16:0
4096,1.2,1200,4000,16,0,Gal,d18:1,16:0
4097,1.4,1000,4000,16,0,Gal,d18:1,16:0
4098,1.6,320,4000,16,0,Gal,d18:1,16:0
4099,1.8,540,4000,16,0,Gal,d18:1,16:0
4100,2.0,140,4000,16,0,Gal,d18:1,16:0
4101,2.2,0,4000,16,0,Gal,d18:1,16:0
4102,2.4,0,4000,16,0,Gal,d18:1,16:0
4103,2.6,0,4000,16,0,Gal,d18:1,16:0
4104,2.8,0,4000,16,0,Gal,d18:1,16:0
4105,3.0,0,4000,16,0,Gal,d18:1,16:0
4106,3.2,0,4000,16,0,Gal,d18:1,16:0
4107,3.4,0,4000,16,0,Gal,d18:1,16:0
4108,3.6,0,4000,16,0,Gal,d18:1,16:0
4109,3.8,0,4000,16,0,Gal,d18:1,16:0
4110,4.0,60,4000,16,0,Gal,d18:1,16:0
4111,4.2,0,4000,16,0,Gal,d18:1,16:0
4112,4.4,20,4000,16,0,Gal,d18:1,16:0
4113,4.6,0,4000,16,0,Gal,d18:1,16:0
4114,4.8,0,4000,16,0,Gal,d18:1,16:0
4115,5.0,0,4000,16,0,Gal,d18:1,16:0
4116,5.2,0,4000,16,0,Gal,d18:1,16:0
4117,5.4,0,4000,16,0,Gal,d18:1,16:0
4118,5.6,0,4000,16,0,Gal,d18:1,16:0
4119,5.8,0,4000,16,0,Gal,d18:1,16:0
4120,6.0,0,4000,16,0,Gal,d18:1,16:0
4121,6.2,0,4000,16,0,Gal,d18:1,16:0
4122,6.4,0,4000,16,0,Gal,d18:1,16:0
4123,6.6,20,4000,16,0,Gal,d18:1,16:0
4124,6.8,20,4000,16,0,Gal,d18:1,16:0
4125,7.0,20,4000,16,0,Gal,d18:1,16:0
4126,7.2,140,4000,16,0,Gal,d18:1,16:0
4127,7.4,0,4000,16,0,Gal,d18:1,16:0
4128,7.6,0,4000,16,0,Gal,d18:1,16:0
4129,7.8,0,4000,16,0,Gal,d18:1,16:0
4130,8.0,0,4000,16,0,Gal,d18:1,16:0
4131,8.2,0,4000,16,0,Gal,d18:1,16:0
4132,8.4,0,4000,16,0,Gal,d18:1,16:0
4133,8.6,0,4000,16,0,Gal,d18:1,16:0
4134,8.8,0,4000,16,0,Gal,d18:1,16:0
4135,9.0,0,4000,16,0,Gal,d18:1,16:0
4136,9.2,0,4000,16,0,Gal,d18:1,16:0
4137,9.4,0,4000,16,0,Gal,d18:1,16:0
4138,9.6,0,4000,16,0,Gal,d18:1,16:0
4139,9.8,0,4000,16,0,Gal,d18:1,16:0
4140,10.0,0,4000,16,0,Gal,d18:1,16:0
4141,-10.0,0,4100,16,0,Gal,d18:1,16:0
4142,-9.8,0,4100,16,0,Gal,d18:1,16:0
4143,-9.6,0,4100,16,0,Gal,d18:1,16:0
4144,-9.4,0,4100,16,0,Gal,d18:1,16:0
4145,-9.2,0,4100,16,0,Gal,d18:1,16:0
4146,-9.0,0,4100,16,0,Gal,d18:1,16:0
4147,-8.8,0,4100,16,0,Gal,d18:1,16:0
4148,-8.6,0,4100,16,0,Gal,d18:1,16:0
4149,-8.4,0,4100,16,0,Gal,d18:1,16:0
4150,-8.2,0,4100,16,0,Gal,d18:1,16:0
4151,-8.0,0,4100,16,0,Gal,d18:1,16:0
4152,-7.8,0,4100,16,0,Gal,d18:1,16:0
4153,-7.6,0,4100,16,0,Gal,d18:1,16:0
4154,-7.4,0,4100,16,0,Gal,d18:1,16:0
4155,-7.2,0,4100,16,0,Gal,d18:1,16:0
4156,-7.0,0,4100,16,0,Gal,d18:1,16:0
4157,-6.8,0,4100,16,0,Gal,d18:1,16:0
4158,-6.6,0,4100,16,0,Gal,d18:1,16:0
4159,-6.4,0,4100,16,0,Gal,d18:1,16:0
4160,-6.2,0,4100,16,0,Gal,d18:1,16:0
4161,-6.0,0,4100,16,0,Gal,d18:1,16:0
4162,-5.8,0,4100,16,0,Gal,d18:1,16:0
4163,-5.6,0,4100,16,0,Gal,d18:1,16:0
4164,-5.4,0,4100,16,0,Gal,d18:1,16:0
4165,-5.2,40,4100,16,0,Gal,d18:1,16:0
4166,-5.0,0,4100,16,0,Gal,d18:1,16:0
4167,-4.8,0,4100,16,0,Gal,d18:1,16:0
4168,-4.6,0,4100,16,0,Gal,d18:1,16:0
4169,-4.4,0,4100,16,0,Gal,d18:1,16:0
4170,-4.2,20,4100,16,0,Gal,d18:1,16:0
4171,-4.0,20,4100,16,0,Gal,d18:1,16:0
4172,-3.8,100,4100,16,0,Gal,d18:1,16:0
4173,-3.6,180,4100,16,0,Gal,d18:1,16:0
4174,-3.4,220,4100,16,0,Gal,d18:1,16:0
4175,-3.2,220,4100,16,0,Gal,d18:1,16:0
4176,-3.0,120,4100,16,0,Gal,d18:1,16:0
4177,-2.8,60,4100,16,0,Gal,d18:1,16:0
4178,-2.6,140,4100,16,0,Gal,d18:1,16:0
4179,-2.4,0,4100,16,0,Gal,d18:1,16:0
4180,-2.2,40,4100,16,0,Gal,d18:1,16:0
4181,-2.0,160,4100,16,0,Gal,d18:1,16:0
4182,-1.8,520,4100,16,0,Gal,d18:1,16:0
4183,-1.6,2120,4100,16,0,Gal,d18:1,16:0
4184,-1.4,5760,4100,16,0,Gal,d18:1,16:0
4185,-1.2,9280,4100,16,0,Gal,d18:1,16:0
4186,-1.0,14560,4100,16,0,Gal,d18:1,16:0
4187,-0.8,14340,4100,16,0,Gal,d18:1,16:0
4188,-0.6,13560,4100,16,0,Gal,d18:1,16:0
4189,-0.4,8060,4100,16,0,Gal,d18:1,16:0
4190,-0.2,5120,4100,16,0,Gal,d18:1,16:0
4191,0.0,3780,4100,16,0,Gal,d18:1,16:0
4192,0.2,2500,4100,16,0,Gal,d18:1,16:0
4193,0.4,1640,4100,16,0,Gal,d18:1,16:0
4194,0.6,1680,4100,16,0,Gal,d18:1,16:0
4195,0.8,1360,4100,16,0,Gal,d18:1,16:0
4196,1.0,1360,4100,16,0,Gal,d18:1,16:0
4197,1.2,1240,4100,16,0,Gal,d18:1,16:0
4198,1.4,900,4100,16,0,Gal,d18:1,16:0
4199,1.6,340,4100,16,0,Gal,d18:1,16:0
4200,1.8,80,4100,16,0,Gal,d18:1,16:0
4201,2.0,40,4100,16,0,Gal,d18:1,16:0
4202,2.2,20,4100,16,0,Gal,d18:1,16:0
4203,2.4,0,4100,16,0,Gal,d18:1,16:0
4204,2.6,0,4100,16,0,Gal,d18:1,16:0
4205,2.8,0,4100,16,0,Gal,d18:1,16:0
4206,3.0,0,4100,16,0,Gal,d18:1,16:0
4207,3.2,0,4100,16,0,Gal,d18:1,16:0
4208,3.4,0,4100,16,0,Gal,d18:1,16:0
4209,3.6,0,4100,16,0,Gal,d18:1,16:0
4210,3.8,0,4100,16,0,Gal,d18:1,16:0
4211,4.0,0,4100,16,0,Gal,d18:1,16:0
4212,4.2,0,4100,16,0,Gal,d18:1,16:0
4213,4.4,0,4100,16,0,Gal,d18:1,16:0
4214,4.6,0,4100,16,0,Gal,d18:1,16:0
4215,4.8,0,4100,16,0,Gal,d18:1,16:0
4216,5.0,0,4100,16,0,Gal,d18:1,16:0
4217,5.2,0,4100,16,0,Gal,d18:1,16:0
4218,5.4,0,4100,16,0,Gal,d18:1,16:0
4219,5.6,0,4100,16,0,Gal,d18:1,16:0
4220,5.8,0,4100,16,0,Gal,d18:1,16:0
4221,6.0,0,4100,16,0,Gal,d18:1,16:0
4222,6.2,20,4100,16,0,Gal,d18:1,16:0
4223,6.4,0,4100,16,0,Gal,d18:1,16:0
4224,6.6,0,4100,16,0,Gal,d18:1,16:0
4225,6.8,0,4100,16,0,Gal,d18:1,16:0
4226,7.0,60,4100,16,0,Gal,d18:1,16:0
4227,7.2,20,4100,16,0,Gal,d18:1,16:0
4228,7.4,0,4100,16,0,Gal,d18:1,16:0
4229,7.6,0,4100,16,0,Gal,d18:1,16:0
4230,7.8,0,4100,16,0,Gal,d18:1,16:0
4231,8.0,0,4100,16,0,Gal,d18:1,16:0
4232,8.2,0,4100,16,0,Gal,d18:1,16:0
4233,8.4,0,4100,16,0,Gal,d18:1,16:0
4234,8.6,0,4100,16,0,Gal,d18:1,16:0
4235,8.8,0,4100,16,0,Gal,d18:1,16:0
4236,9.0,0,4100,16,0,Gal,d18:1,16:0
4237,9.2,0,4100,16,0,Gal,d18:1,16:0
4238,9.4,0,4100,16,0,Gal,d18:1,16:0
4239,9.6,0,4100,16,0,Gal,d18:1,16:0
4240,9.8,0,4100,16,0,Gal,d18:1,16:0
4241,10.0,0,4100,16,0,Gal,d18:1,16:0
4242,-10.0,0,0,20,0,Gal,d18:1,20:0
4243,-9.8,0,0,20,0,Gal,d18:1,20:0
4244,-9.6,0,0,20,0,Gal,d18:1,20:0
4245,-9.4,0,0,20,0,Gal,d18:1,20:0
4246,-9.2,0,0,20,0,Gal,d18:1,20:0
4247,-9.0,0,0,20,0,Gal,d18:1,20:0
4248,-8.8,0,0,20,0,Gal,d18:1,20:0
4249,-8.6,0,0,20,0,Gal,d18:1,20:0
4250,-8.4,0,0,20,0,Gal,d18:1,20:0
4251,-8.2,0,0,20,0,Gal,d18:1,20:0
4252,-8.0,0,0,20,0,Gal,d18:1,20:0
4253,-7.8,0,0,20,0,Gal,d18:1,20:0
4254,-7.6,0,0,20,0,Gal,d18:1,20:0
4255,-7.4,0,0,20,0,Gal,d18:1,20:0
4256,-7.2,0,0,20,0,Gal,d18:1,20:0
4257,-7.0,0,0,20,0,Gal,d18:1,20:0
4258,-6.8,0,0,20,0,Gal,d18:1,20:0
4259,-6.6,0,0,20,0,Gal,d18:1,20:0
4260,-6.4,0,0,20,0,Gal,d18:1,20:0
4261,-6.2,0,0,20,0,Gal,d18:1,20:0
4262,-6.0,0,0,20,0,Gal,d18:1,20:0
4263,-5.8,0,0,20,0,Gal,d18:1,20:0
4264,-5.6,0,0,20,0,Gal,d18:1,20:0
4265,-5.4,0,0,20,0,Gal,d18:1,20:0
4266,-5.2,0,0,20,0,Gal,d18:1,20:0
4267,-5.0,0,0,20,0,Gal,d18:1,20:0
4268,-4.8,0,0,20,0,Gal,d18:1,20:0
4269,-4.6,0,0,20,0,Gal,d18:1,20:0
4270,-4.4,0,0,20,0,Gal,d18:1,20:0
4271,-4.2,0,0,20,0,Gal,d18:1,20:0
4272,-4.0,0,0,20,0,Gal,d18:1,20:0
4273,-3.8,0,0,20,0,Gal,d18:1,20:0
4274,-3.6,0,0,20,0,Gal,d18:1,20:0
4275,-3.4,0,0,20,0,Gal,d18:1,20:0
4276,-3.2,0,0,20,0,Gal,d18:1,20:0
4277,-3.0,0,0,20,0,Gal,d18:1,20:0
4278,-2.8,0,0,20,0,Gal,d18:1,20:0
4279,-2.6,0,0,20,0,Gal,d18:1,20:0
4280,-2.4,0,0,20,0,Gal,d18:1,20:0
4281,-2.2,0,0,20,0,Gal,d18:1,20:0
4282,-2.0,0,0,20,0,Gal,d18:1,20:0
4283,-1.8,0,0,20,0,Gal,d18:1,20:0
4284,-1.6,0,0,20,0,Gal,d18:1,20:0
4285,-1.4,60,0,20,0,Gal,d18:1,20:0
4286,-1.2,80,0,20,0,Gal,d18:1,20:0
4287,-1.0,680,0,20,0,Gal,d18:1,20:0
4288,-0.8,1680,0,20,0,Gal,d18:1,20:0
4289,-0.6,1400,0,20,0,Gal,d18:1,20:0
4290,-0.4,980,0,20,0,Gal,d18:1,20:0
4291,-0.2,1340,0,20,0,Gal,d18:1,20:0
4292,0.0,860,0,20,0,Gal,d18:1,20:0
4293,0.2,540,0,20,0,Gal,d18:1,20:0
4294,0.4,680,0,20,0,Gal,d18:1,20:0
4295,0.6,480,0,20,0,Gal,d18:1,20:0
4296,0.8,560,0,20,0,Gal,d18:1,20:0
4297,1.0,200,0,20,0,Gal,d18:1,20:0
4298,1.2,60,0,20,0,Gal,d18:1,20:0
4299,1.4,20,0,20,0,Gal,d18:1,20:0
4300,1.6,0,0,20,0,Gal,d18:1,20:0
4301,1.8,0,0,20,0,Gal,d18:1,20:0
4302,2.0,0,0,20,0,Gal,d18:1,20:0
4303,2.2,0,0,20,0,Gal,d18:1,20:0
4304,2.4,0,0,20,0,Gal,d18:1,20:0
4305,2.6,0,0,20,0,Gal,d18:1,20:0
4306,2.8,0,0,20,0,Gal,d18:1,20:0
4307,3.0,0,0,20,0,Gal,d18:1,20:0
4308,3.2,0,0,20,0,Gal,d18:1,20:0
4309,3.4,0,0,20,0,Gal,d18:1,20:0
4310,3.6,0,0,20,0,Gal,d18:1,20:0
4311,3.8,0,0,20,0,Gal,d18:1,20:0
4312,4.0,0,0,20,0,Gal,d18:1,20:0
4313,4.2,0,0,20,0,Gal,d18:1,20:0
4314,4.4,0,0,20,0,Gal,d18:1,20:0
4315,4.6,0,0,20,0,Gal,d18:1,20:0
4316,4.8,0,0,20,0,Gal,d18:1,20:0
4317,5.0,0,0,20,0,Gal,d18:1,20:0
4318,5.2,0,0,20,0,Gal,d18:1,20:0
4319,5.4,0,0,20,0,Gal,d18:1,20:0
4320,5.6,0,0,20,0,Gal,d18:1,20:0
4321,5.8,0,0,20,0,Gal,d18:1,20:0
4322,6.0,0,0,20,0,Gal,d18:1,20:0
4323,6.2,0,0,20,0,Gal,d18:1,20:0
4324,6.4,0,0,20,0,Gal,d18:1,20:0
4325,6.6,0,0,20,0,Gal,d18:1,20:0
4326,6.8,0,0,20,0,Gal,d18:1,20:0
4327,7.0,0,0,20,0,Gal,d18:1,20:0
4328,7.2,0,0,20,0,Gal,d18:1,20:0
4329,7.4,0,0,20,0,Gal,d18:1,20:0
4330,7.6,0,0,20,0,Gal,d18:1,20:0
4331,7.8,0,0,20,0,Gal,d18:1,20:0
4332,8.0,0,0,20,0,Gal,d18:1,20:0
4333,8.2,0,0,20,0,Gal,d18:1,20:0
4334,8.4,0,0,20,0,Gal,d18:1,20:0
4335,8.6,0,0,20,0,Gal,d18:1,20:0
4336,8.8,0,0,20,0,Gal,d18:1,20:0
4337,9.0,0,0,20,0,Gal,d18:1,20:0
4338,9.2,0,0,20,0,Gal,d18:1,20:0
4339,9.4,0,0,20,0,Gal,d18:1,20:0
4340,9.6,0,0,20,0,Gal,d18:1,20:0
4341,9.8,0,0,20,0,Gal,d18:1,20:0
4342,10.0,0,0,20,0,Gal,d18:1,20:0
4343,-10.0,0,100,20,0,Gal,d18:1,20:0
4344,-9.8,0,100,20,0,Gal,d18:1,20:0
4345,-9.6,0,100,20,0,Gal,d18:1,20:0
4346,-9.4,0,100,20,0,Gal,d18:1,20:0
4347,-9.2,0,100,20,0,Gal,d18:1,20:0
4348,-9.0,0,100,20,0,Gal,d18:1,20:0
4349,-8.8,0,100,20,0,Gal,d18:1,20:0
4350,-8.6,0,100,20,0,Gal,d18:1,20:0
4351,-8.4,0,100,20,0,Gal,d18:1,20:0
4352,-8.2,0,100,20,0,Gal,d18:1,20:0
4353,-8.0,0,100,20,0,Gal,d18:1,20:0
4354,-7.8,0,100,20,0,Gal,d18:1,20:0
4355,-7.6,0,100,20,0,Gal,d18:1,20:0
4356,-7.4,0,100,20,0,Gal,d18:1,20:0
4357,-7.2,0,100,20,0,Gal,d18:1,20:0
4358,-7.0,0,100,20,0,Gal,d18:1,20:0
4359,-6.8,0,100,20,0,Gal,d18:1,20:0
4360,-6.6,0,100,20,0,Gal,d18:1,20:0
4361,-6.4,0,100,20,0,Gal,d18:1,20:0
4362,-6.2,0,100,20,0,Gal,d18:1,20:0
4363,-6.0,0,100,20,0,Gal,d18:1,20:0
4364,-5.8,0,100,20,0,Gal,d18:1,20:0
4365,-5.6,0,100,20,0,Gal,d18:1,20:0
4366,-5.4,0,100,20,0,Gal,d18:1,20:0
4367,-5.2,0,100,20,0,Gal,d18:1,20:0
4368,-5.0,0,100,20,0,Gal,d18:1,20:0
4369,-4.8,0,100,20,0,Gal,d18:1,20:0
4370,-4.6,0,100,20,0,Gal,d18:1,20:0
4371,-4.4,0,100,20,0,Gal,d18:1,20:0
4372,-4.2,0,100,20,0,Gal,d18:1,20:0
4373,-4.0,0,100,20,0,Gal,d18:1,20:0
4374,-3.8,0,100,20,0,Gal,d18:1,20:0
4375,-3.6,0,100,20,0,Gal,d18:1,20:0
4376,-3.4,0,100,20,0,Gal,d18:1,20:0
4377,-3.2,0,100,20,0,Gal,d18:1,20:0
4378,-3.0,0,100,20,0,Gal,d18:1,20:0
4379,-2.8,0,100,20,0,Gal,d18:1,20:0
4380,-2.6,0,100,20,0,Gal,d18:1,20:0
4381,-2.4,0,100,20,0,Gal,d18:1,20:0
4382,-2.2,0,100,20,0,Gal,d18:1,20:0
4383,-2.0,0,100,20,0,Gal,d18:1,20:0
4384,-1.8,0,100,20,0,Gal,d18:1,20:0
4385,-1.6,0,100,20,0,Gal,d18:1,20:0
4386,-1.4,20,100,20,0,Gal,d18:1,20:0
4387,-1.2,200,100,20,0,Gal,d18:1,20:0
4388,-1.0,760,100,20,0,Gal,d18:1,20:0
4389,-0.8,1340,100,20,0,Gal,d18:1,20:0
4390,-0.6,2020,100,20,0,Gal,d18:1,20:0
4391,-0.4,1600,100,20,0,Gal,d18:1,20:0
4392,-0.2,1700,100,20,0,Gal,d18:1,20:0
4393,0.0,1100,100,20,0,Gal,d18:1,20:0
4394,0.2,640,100,20,0,Gal,d18:1,20:0
4395,0.4,800,100,20,0,Gal,d18:1,20:0
4396,0.6,660,100,20,0,Gal,d18:1,20:0
4397,0.8,660,100,20,0,Gal,d18:1,20:0
4398,1.0,400,100,20,0,Gal,d18:1,20:0
4399,1.2,100,100,20,0,Gal,d18:1,20:0
4400,1.4,100,100,20,0,Gal,d18:1,20:0
4401,1.6,0,100,20,0,Gal,d18:1,20:0
4402,1.8,0,100,20,0,Gal,d18:1,20:0
4403,2.0,0,100,20,0,Gal,d18:1,20:0
4404,2.2,0,100,20,0,Gal,d18:1,20:0
4405,2.4,0,100,20,0,Gal,d18:1,20:0
4406,2.6,0,100,20,0,Gal,d18:1,20:0
4407,2.8,0,100,20,0,Gal,d18:1,20:0
4408,3.0,0,100,20,0,Gal,d18:1,20:0
4409,3.2,0,100,20,0,Gal,d18:1,20:0
4410,3.4,0,100,20,0,Gal,d18:1,20:0
4411,3.6,0,100,20,0,Gal,d18:1,20:0
4412,3.8,0,100,20,0,Gal,d18:1,20:0
4413,4.0,0,100,20,0,Gal,d18:1,20:0
